hash	auto_verified	verified	checked	citation	title	author	year
('Runwal, N.: Graph technique for metamorphic virus detection. Masterâ€™s report, Department of Computer Science, San Jose State University. http://www.cs.sjsu.edu/faculty/stamp/students/runwal_neha.pdf (2011)', 'CITATION ONLY')	0	0	1	Runwal, N.: Graph technique for metamorphic virus detection. Masterâ€™s report, Department of Computer Science, San Jose State University. http://www.cs.sjsu.edu/faculty/stamp/students/runwal_neha.pdf (2011)	Opcode graph similarity and metamorphic detection	Neha Runwal and Richard M. Low and Mark Stamp	2012
('Priyadarshi, S.: Metamorphic detection via emulation. Masterâ€™s report, Department of Computer Science, San Jose State University. http://www.cs.sjsu.edu/faculty/stamp/students/priyadarshi_sushant.pdf (2011)', 'CITATION ONLY')	0	0	1	Priyadarshi, S.: Metamorphic detection via emulation. Masterâ€™s report, Department of Computer Science, San Jose State University. http://www.cs.sjsu.edu/faculty/stamp/students/priyadarshi_sushant.pdf (2011)	10.26634/jse.10.1.3620	None	2015
('Analysis of Trace VX in Acidified VX Hydrolysate Samples', 2009)	0	0	1	SnakeByte: Next generation virus construction kit (NGVCK) (2002). http://vx.netlux.org/vx.php?id=tn02	Analysis of Trace VX in Acidified VX Hydrolysate Samples	Dennis K. Rohrbaugh and Yu-Chu Yang	2009
('Prediction of chaotic time series using hidden Markov models', 1998)	0	0	1	Stamp, M.: A revealing introduction to hidden Markov models. http://www.cs.sjsu.edu/~stamp/RUA/HMM.pdf (2011)	Prediction of chaotic time series using hidden Markov models	D.I. Stamp	1998
('PDF attacks on the rise, says Symantec', 2010)	0	0	1	Szor, P., Ferrie, P.: Hunting for metamorphic, Symantec, 2001. http://www.symantec.com/avcenter/reference/hunting.for.metamorphic.pdf	PDF attacks on the rise, says Symantec	None	2010
('Sesame2: http://www.openrdf.org', 'CITATION ONLY')	0	0	1	Sesame2: http://www.openrdf.org	Noticias y Eventos <br xmlns:m="http://www.w3.org/1998/Math/MathML" xmlns:mml="http://www.w3.org/1998/Math/MathML" xmlns:xlink="http://www.w3.org/1999/xlink"/> News and Events<br xmlns:m="http://www.w3.org/1998/Math/MathML" xmlns:mml="http://www.w3.org/1998/Math/MathML" xmlns:xlink="http://www.w3.org/1999/xlink"/> Nouvelles et Événements	None	2009
('Neural Networks and the Bias/Variance Dilemma', 1992)	0	1	1	S. Geman, E. Bienenstock, and R. Doursat. (1992) Neural networks and thebias/variance dilemma. Neural Computation 4:1-58.	Neural Networks and the Bias/Variance Dilemma	Stuart Geman and Elie Bienenstock and René Doursat	1992
('S. Gold, E. Mjolsness and A. Rangarajan. (1994) Clustering with a domain-specificdistance measure. In J. Cowan et al., (eds.), NIPS 6. Morgan Kaufmann.', 'CITATION ONLY')	0	0	1	S. Gold, E. Mjolsness and A. Rangarajan. (1994) Clustering with a domain-specificdistance measure. In J. Cowan et al., (eds.), NIPS 6. Morgan Kaufmann.	Learning with Preknowledge: Clustering with Point and Graph Matching Distance Measures	Steven Gold and Anand Rangarajan and Eric Mjolsness	1996
("Patrick O'Neil, Database Principles, Programming, and Performance. San Francisco, CA: Morgan Kaufmann, 1994. 800 pages. ISBN 1 55860 219 4", 1995)	0	0	1	G. Tesauro et al., (eds.), NIPS 7. San Francisco, CA: Morgan Kaufmann.	Patrick O'Neil, Database Principles, Programming, and Performance. San Francisco, CA: Morgan Kaufmann, 1994. 800 pages. ISBN 1 55860 219 4	Chris Bloor	1995
('Graduated assignment graph matching', 'None')	0	1	1	S. Gold and A. Rangarajan (1995) A graduated assignment algorithm for graphmatching. YALEU/DCS/TR-I062, Yale Univ., CS Dept.	Graduated assignment graph matching	S. Gold and A. Rangarajan	None
('Hierarchical Mixtures of Experts and the EM Algorithm', 1994)	0	1	1	M. I. Jordan and R. A. Jacobs. (1994) Hierarchical mixtures of experts and theEM algorithm. Neural Computation, 6:181-214.	Hierarchical Mixtures of Experts and the EM Algorithm	Michael I. Jordan and Robert A. Jacobs	1994
('<title>Visual grammars and their neural networks</title>', 1992)	0	0	1	E. Mjolsness, "Bayesian Inference on Visual Grammars by Neural Nets that Optimize", May 1991.	<title>Visual grammars and their neural networks</title>	Eric Mjolsness	1992
('C. Peterson and B. Soderberg. A new method for mapping optimization problemsonto neural networks. (1989) International Journal of Neural Systems,I(1):3-22.', 'CITATION ONLY')	0	1	1	C. Peterson and B. Soderberg. A new method for mapping optimization problemsonto neural networks. (1989) International Journal of Neural Systems,I(1):3-22.	A NEW METHOD FOR MAPPING OPTIMIZATION PROBLEMS ONTO NEURAL NETWORKS	Carsten Peterson and Bo Söderberg	1989
('A Novel Optimizing Network Architecture with Applications', 1996)	0	1	1	Rangarajan, A., Gold, S., & Mjolsness, E. (1996). A novel optimizing networkarchitecture with applications. Neural Computation, 8, 1041–1060.	A Novel Optimizing Network Architecture with Applications	Anand Rangarajan and Steven Gold and Eric Mjolsness	1996
('Neural Connections, Mental Computation. By L. Nadel, L. A. Cooper, P. Culicover and R. M. Hashish. (Pp. 355; illustrated.) MIT Press: Cambridge, Mass. 1989.', 1991)	0	0	1	R. Shepard. (1989). Internal representation of universal regularities: A challengefor connectionism. In L. Nadel et al. , (eds.), Neural Connections, Mental Computation.Cambridge, MA, London, England: Bradford/MIT Press.	Neural Connections, Mental Computation. By L. Nadel, L. A. Cooper, P. Culicover and R. M. Hashish. (Pp. 355; illustrated.) MIT Press: Cambridge, Mass. 1989.	None	1991
('An efficient algorithm for learning invariance in adaptive classifiers', 'None')	0	0	1	P. Simard, Y. Le Cun, and J. Denker. (1993) Efficient pattern recognition usinga transformation distance. In S. Hanson et ai., (eds.), NIPS 5. San Mateo, CA:Morgan Kaufmann.	An efficient algorithm for learning invariance in adaptive classifiers	P. Simard and Y. Le Cun and J. Denker and B. Victorri	None
('Learning to Segment Images Using Dynamic Feature Binding', 1992)	0	0	1	C. Williams, R. Zemel, and M. Mozer. (1993) Unsupervised learning of objectmodels. AAAI Tech. Rep . FSS-93-04, Univ. of Toronto, CS Dept.	Learning to Segment Images Using Dynamic Feature Binding	Michael C. Mozer and Richard S. Zemel and Marlene Behrmann and Christopher K. I. Williams	1992
('SARFing the PDB', 1996)	0	0	1	Alexandrov, N. N. (1996). Protein Eng. pp. 727-732.	SARFing the PDB	Nickolai N. Alexandrov	1996
('Molecular structure matching by simulated annealing. III. The incorporation of null correspondences into the matching problem', 1991)	0	1	1	Barakat, D. W. & Dean, P. M. J. (1991). Comput. Aided Mol. Des. 5, 107-117.	Molecular structure matching by simulated annealing. III. The incorporation of null correspondences into the matching problem	M. T. Barakat and P. M. Dean	1991
('None', 2000)	0	1	1	van Raan, A. F. J. On growth, ageing, and fractal differentiation of science. Scientometrics 47, 347â€“362 (2000)	None	Anthony F. J. van Raan	2000
('Books Received Recently', 1985)	0	0	1	Bessonov, Y. E. (1985). Vychisl. Sistemy, 112, 3-22.	Books Received Recently	None	1985
('One thousand families for the molecular biologist', 1992)	0	0	1	Chotia, C. (1992). Nature (London), 357, 543-544.	One thousand families for the molecular biologist	Cyrus Chothia	1992
('Homo economicus? Neuroeconomics and other disciplines aim to identify the biological traits governing our financial behaviour, but not without accompanying criticism', 2009)	0	0	1	Chotia, C. & Lesk, A. M. (1986). EMBO J. 5, 823-826.	Homo economicus? Neuroeconomics and other disciplines aim to identify the biological traits governing our financial behaviour, but not without accompanying criticism	Andrea Rinaldi	2009
('The CCP4 suite: programs for protein crystallography', 1994)	0	0	1	Kleywegt, G. J. & Jones, T. A. (1994). CCP4/ESF-EACBM Newsl. Protein Crystallogr. 31, 9-14.	The CCP4 suite: programs for protein crystallography	None	1994
('A Surface of Minimum Area Metric for the Structural Comparison of Proteins', 1996)	0	1	1	Falicov, A. & Cohen, F. E. (1996). J. Mol. Biol. 258, 871-892.	A Surface of Minimum Area Metric for the Structural Comparison of Proteins	Alexis Falicov and Fred E. Cohen	1996
('Comparison of conformational characteristics in structurally similar protein pairs', 1993)	0	1	1	Flores, T. P., Orengo, C. A., Moss, D. C. & Thornton, J. M. (1993). Protein Sci. 2 1811-1826.	Comparison of conformational characteristics in structurally similar protein pairs	T.P. Flores and C.A. Orengo and D.S. Moss and J.M. Thornton	1993
('Graph-Theoretic Techniques for Macromolecular Docking', 2000)	0	1	1	Gardiner, E. J., Willett, P. & Artymiuk, P. J. (2000). J. Chem. Inf. Comput. Sci. 40, 273-279.	Graph-Theoretic Techniques for Macromolecular Docking	Eleanor J. Gardiner and Peter Willett and Peter J. Artymiuk	2000
('Fourth International Conference on Hybrid Intelligent Systems', 2004)	0	0	1	Gerstein, M. & Levitt, M. (1996). Proceedings of the Fourth International Conference on Intelligent Systems for Molecular Biology, pp. 59-67. Menlo Park, California: AAAI Press.	Fourth International Conference on Hybrid Intelligent Systems	None	2004
('Comprehensive assessment of automatic structural alignment against a manual standard, the scop classification of proteins', 2008)	0	1	1	Gerstein, M. & Levitt, M. (1998). Protein Sci. 7, 445-456.	Comprehensive assessment of automatic structural alignment against a manual standard, the scop classification of proteins	Mark Gerstein and Michael Levitt	2008
('Surprising similarities in structure comparison', 1996)	0	1	1	Gibrat, J.-F., Madej, T. & Bryant, S. H. (1996). Curr. Opin. Struct. Biol. 6, 377-385.	Surprising similarities in structure comparison	Jean-Francois Gibrat and Thomas Madej and Stephen H Bryant	1996
('Flexible algorithm for direct multiple alignment of protein structures and sequences', 1994)	0	1	1	Godzik, A. & Skolnick, J. (1994). Comput. Appl. Biosci. 10, 587-596.	Flexible algorithm for direct multiple alignment of protein structures and sequences	Adam Godzik and Jeffrey Skolnick	1994
('Identification of Tertiary Structure Resemblance in Proteins Using a Maximal Common Subgraph Isomorphism Algorithm', 1993)	0	1	1	Grindley, H. M., Artymiuk, P. J., Rice, D. W. & Willett, P. J. (1993). Mol. Biol. 229, 707-721.	Identification of Tertiary Structure Resemblance in Proteins Using a Maximal Common Subgraph Isomorphism Algorithm	Helen M. Grindley and Peter J. Artymiuk and David W. Rice and Peter Willett	1993
('Protein Structure Comparison by Alignment of Distance Matrices', 1993)	0	1	1	Holm, L. & Sander, C. (1993). J. Mol. Biol. 233, 123-138.	Protein Structure Comparison by Alignment of Distance Matrices	Liisa Holm and Chris Sander	1993
('Comparison of solvent-inaccessible cores of homologous proteins: definitions useful for protein modelling', 1987)	0	1	1	Hubbard, T. J. P. & Blundell, T. L. (1987). Protein Eng. 1, 159-171.	Comparison of solvent-inaccessible cores of homologous proteins: definitions useful for protein modelling	T.J.P. Hubbard and T.L. Blundell	1987
('PROMOTIF-A program to identify and analyze structural motifs in proteins', 2008)	0	0	1	Hutchinson, E. G. & Thornton, J. M. (1996). Protein Sci. 5, 212-220.	PROMOTIF-A program to identify and analyze structural motifs in proteins	E. Gail Hutchinson and Janet M. Thornton	2008
('Protein structure alignment using environmental profiles', 2000)	0	1	1	Jung, J. & Lee, B. (2000). Protein Eng. 13, 535-543.	Protein structure alignment using environmental profiles	Jongsun Jung and Byungkook Lee	2000
('A solution for the best rotation to relate two sets of vectors', 1976)	0	1	1	Kabsch, W. A Solution for the Best Rotation to Relate Two Sets ofVectors. Acta Crystallogr. 1976, 32, 922-923.	A solution for the best rotation to relate two sets of vectors	W. Kabsch	1976
('A discussion of the solution for the best rotation to relate two sets of vectors', 1978)	0	1	1	Kabsch, W. (1978). Acta Cryst. A34, 827-828.	A discussion of the solution for the best rotation to relate two sets of vectors	W. Kabsch	1978
('Crystal Structure of the human Rad52 protein', 2002)	0	0	1	Kagawa, W., Kurumizaka, H., Ishitani, R., Fukai, S., Nureki, O., Shibata, S. & Yokoyama, S. (2002). Mol. Cells, 10, 359.	Crystal Structure of the human Rad52 protein	None	2002
('Automated Identification of Three-Dimensional Common Structural Features of Proteins.', 2001)	0	0	1	Kato, H. & Takahashi, Y. J. (2001). Chem. Softw. 7, 161-170.	Automated Identification of Three-Dimensional Common Structural Features of Proteins.	Hiroaki KATO and Yoshimasa TAKAHASHI	2001
('Collaborative Computational Project, Number 4 (1994). Acta Cryst. D50, 760-763.', 'CITATION ONLY')	0	1	1	Collaborative Computational Project, Number 4 (1994). Acta Cryst. D50, 760-763.	The CCP4 suite: programs for protein crystallography	None	1994
('[27] Detecting folding motifs and similarities in protein structures', 1997)	0	1	1	Kleywegt, G. J. & Jones, T. A. (1997). Methods Enzymol. 277, 525-545.	[27] Detecting folding motifs and similarities in protein structures	Gerard J. Kleywegt and T. Alwyn Jones	1997
('MOLSCRIPT: a program to produce both detailed and schematic plots of protein structures', 1991)	0	1	1	Kraulis, P. J. (1991). J. Appl. Cryst. 24, 946-950.	MOLSCRIPT: a program to produce both detailed and schematic plots of protein structures	P. J. Kraulis	1991
('Common subgraph isomorphism detection by backtracking search', 2004)	0	1	1	Krissinel, E. & Henrick, K. (2004). Softw. Pract. Exp. 34. 591-607.	Common subgraph isomorphism detection by backtracking search	Evgeny B. Krissinel and Kim Henrick	2004
('The newCCP4 Coordinate Library as a toolkit for the design of coordinate-related applications in protein crystallography', 2004)	0	1	1	Krissinel, E. B., Winn, M. D., Ballard, C. C., Ashton, A. W., Patel, P., Potterton, E. A., McNicholas, S. J., Cowtan, K. D. & Emsley, P. (2004). Acta Cryst. D60, 2250-2255.	The newCCP4 Coordinate Library as a toolkit for the design of coordinate-related applications in protein crystallography	E. B. Krissinel and M. D. Winn and C. C. Ballard and A. W. Ashton and P. Patel and E. A. Potterton and S. J. McNicholas and K. D. Cowtan and P. Emsley	2004
('Search for structural similarity in proteins', 2003)	0	1	1	Leluk, J., Konieczny, L. & Roterman, I. (2003). Bioinformatics, 19, 117-124.	Search for structural similarity in proteins	J. Leluk and L. Konieczny and I. Roterman	2003
('A toolkit for computational molecular biology. II. On the optimal superposition of two sets of coordinates', 1986)	0	1	1	Lesk, A. M. (1986). Acta Cryst. A42, 110-113.	A toolkit for computational molecular biology. II. On the optimal superposition of two sets of coordinates	A. M. Lesk	1986
('Levi, G. (1972). Calcolo, 9, 341-354.', 'CITATION ONLY')	0	1	1	Levi, G. (1972). Calcolo, 9, 341-354.	A note on the derivation of maximal common subgraphs of two directed or undirected graphs	G. Levi	1973
('A mathematical procedure for superimposing atomic coordinates of proteins', 1972)	0	1	1	McLachlan, A. D. (1972). Acta Cryst. A28, 656-657.	A mathematical procedure for superimposing atomic coordinates of proteins	A. D. McLachlan	1972
('[26] Raster3D: Photorealistic molecular graphics', 1997)	0	1	1	Merritt, E. A. & Bacon, D. J. (1997). Methods Enzymol. 277, 505-524.	[26] Raster3D: Photorealistic molecular graphics	Ethan A. Merritt and David J. Bacon	1997
('Use of techniques derived from graph theory to compare secondary structure motifs in proteins', 1990)	0	1	1	Mitchell, E. M., Artymiuk, P. J., Rice, D. W. & Willett, P. J. (1990). Mol. Biol. 212, 151-166.	Use of techniques derived from graph theory to compare secondary structure motifs in proteins	Eleanor M. Mitchell and Peter J. Artymiuk and David W. Rice and Peter Willett	1990
('Comparison of spatial arrangements of secondary structural elements in proteins', 1995)	0	1	1	Mizuguchi, K. & Go, N. (1995). Protein Eng. 8, 353-362.	Comparison of spatial arrangements of secondary structural elements in proteins	Kenji Mizuguchi and Nobuhiro Gö	1995
('[36] SSAP: Sequential structure alignment program for protein structure comparison', 1996)	0	1	1	Orengo, C. A. & Taylor, W. R. (1996). Methods Enzymol. 266, 617- 635.	[36] SSAP: Sequential structure alignment program for protein structure comparison	Christine A. Orengo and William R. Taylor	1996
('None', 2002)	0	1	1	Karev, G., Wolf, Y., Rzhetsky, A., Berezovskaya, F., Koonin, E.: "Birth anddeath of protein domains: a simple model of evolution explains power lawbehavior", BMC Evol. Biol., 2002, 2, (1), p. 18	None	Georgy P Karev and Yuri I Wolf and Andrey Y Rzhetsky and Faina S Berezovskaya and Eugene V Koonin	2002
('A Review of: “APPLICATIONS OF GRAPH THEORY”, R. J. Wilson and L. W. Beineke (Eds.)', 1980)	0	0	1	Rouvray, D. H., Balaban, A. T., Wilson, R. J. & Beineke, L. W. (1979). Editors. Applications of Graph Theory, pp. 177-221. NewYork: Academic Press.	A Review of: “APPLICATIONS OF GRAPH THEORY”, R. J. Wilson and L. W. Beineke (Eds.)	None	1980
('Multiple protein sequence alignment from tertiary structure comparison: Assignment of global and residue confidence levels', 1992)	0	1	1	Russell, R. B. & Barton, G. J. (1992). Proteins, 14, 309-323.	Multiple protein sequence alignment from tertiary structure comparison: Assignment of global and residue confidence levels	Robert B. Russell and Geoffrey J. Barton	1992
('Structural Features can be Unconserved in Proteins with Similar Folds', 1994)	0	1	1	Russell, R. B. & Barton, G. J. (1994). J. Mol. Biol. 244, 332-350.	Structural Features can be Unconserved in Proteins with Similar Folds	Robert B. Russell and Geoffrey J. Barton	1994
('Recognition of analogous and homologous protein folds: analysis of sequence and structure conservation 1 1Edited by F. E. Cohen', 1997)	0	1	1	Russell, R. B., Saqi, M. A. S., Sayle, R. A., Bates, P. A. & Sternberg, M. J. E. (1997). J. Mol. Biol. 269, 423-439.	Recognition of analogous and homologous protein folds: analysis of sequence and structure conservation 1 1Edited by F. E. Cohen	Robert B Russell and Mansoor A.S Saqi and Roger A Sayle and Paul A Bates and Michael J.E Sternberg	1997
('Molecular basis of double-stranded RNA-protein interactions: structure of a dsRNA-binding domain complexed with dsRNA', 1998)	0	1	1	Ryter, J. M. & Schultz, S. C. (1998). EMBO J. 17, 7505-7513.	Molecular basis of double-stranded RNA-protein interactions: structure of a dsRNA-binding domain complexed with dsRNA	J. M. Ryter	1998
('Definition of general topological equivalence in protein structures', 1990)	0	1	1	Sali, A. & Blundell, T. J. (1990). Mol. Biol. 212, 403-428.	Definition of general topological equivalence in protein structures	Andrej S\u0306ali and Tom L. Blundell	1990
("Determination and restrained least-squares refinement of the structures of ribonuclease Sa and its complex with 3'-guanylic acid at 1.8 Å resolution", 1991)	0	1	1	Sevcik, J., Dodson, E. J. & Dodson, G. G. (1991). Acta Cryst. B47, 240-253.	Determination and restrained least-squares refinement of the structures of ribonuclease Sa and its complex with 3'-guanylic acid at 1.8 Å resolution	J. Sevcik and E. J. Dodson and G. G. Dodson	1991
('Shearer, K., Bunke, H. & Venkatesh, S. (2001). Pattern Recognit. 34, 1075-1091.', 'CITATION ONLY')	0	1	1	Shearer, K., Bunke, H. & Venkatesh, S. (2001). Pattern Recognit. 34, 1075-1091.	Video indexing and similarity retrieval by largest common subgraph detection using decision trees	Kim Shearer and Horst Bunke and Svetha Venkatesh	2001
('Protein structure alignment by incremental combinatorial extension (CE) of the optimal path', 1998)	0	1	1	Shindyalov, I. N. & Bourne, P. E. (1998). Protein Eng. 11, 739-747.	Protein structure alignment by incremental combinatorial extension (CE) of the optimal path	I. N. Shindyalov and P. E. Bourne	1998
('Third international conference on intelligent systems for molecular biology (ISMB-95): Summary. Final report', 1995)	0	0	1	Segal E, et al. GeneXPress: a visualization and statistical analysis tool for gene expression and sequence data, Proceedings of the 11th International Conference on Intelligent Systems for Molecular Biology (ISMB) , 2004(pg. 1-3)	Third international conference on intelligent systems for molecular biology (ISMB-95): Summary. Final report	None	1995
('Structural similarity of DNA-binding domains of bacteriophage repressors and the globin core', 1993)	0	1	1	Subbiah, S., Laurents, D. V. & Levitt, M. (1993). Curr. Biol. 3, 141-148.	Structural similarity of DNA-binding domains of bacteriophage repressors and the globin core	S. Subbiah and D.V. Laurents and M. Levitt	1993
('Protein structure alignment', 1989)	0	1	1	Taylor, W. & Orengo, C. J. (1989). Mol. Biol. 208, 1-22.	Protein structure alignment	William R. Taylor and Christine A. Orengo	1989
('Newtons Ansichten über Zeit, Raum und Bewegung', 1964)	0	0	1	Ullman, J. R. (1976). J. Assoc. Comput. Mach. 23, 31-42.	Newtons Ansichten über Zeit, Raum und Bewegung	Ernst Mach	1964
('Detection of common three-dimensional substructures in proteins', 1991)	0	1	1	Vriend, G. & Sander, C. (1991). Proteins, 11, 52-58.	Detection of common three-dimensional substructures in proteins	Gerrit Vriend and Chris Sander	1991
('The alignment of protein structures in three dimensions', 1989)	0	1	1	Zuker, M. & Somorjai, R. L. (1989). Bull. Math. Biol. 51, 55-78	The alignment of protein structures in three dimensions	M ZUKER and R SOMORJAI	1989
('Aho, A.V., Sethi, R., Ullman, J.D.: Compilers: Principles, Techniques and Tools. Addison-Wesley, Reading (1986)', 'CITATION ONLY')	0	0	1	Aho, A.V., Sethi, R., Ullman, J.D.: Compilers: Principles, Techniques and Tools. Addison-Wesley, Reading (1986)	Data structures and algorithms, by A. Aho, J. Hopcroft, and J. Ullman, Addison-Wesley, Reading, Mass., 1983, 427 pp. Price: $28.85	Dan Gusfield	1985
('A parallel algorithm for graph matching and its MasPar implementation', 1997)	0	1	1	R. Allen, L. Cinque, S. Tanimoto, L. G. Shapiro and D. Yasuda, A parallel algorithmfor graph matching and its MasPar implementation, IEEE Trans. Parall. Distrib.Syst. 8 (1997) 490â€“501.	A parallel algorithm for graph matching and its MasPar implementation	R. Allen and L. Cinque and S. Tanimoto and L. Shapiro and D. Yasuda	1997
('H. A. Almohamad and S. O. Duffuaa, A linear programming approach for theweighted graph matching problem, IEEE Trans. Patt. Anal. Mach. Intell. 15 (1993)522â€“525.', 'CITATION ONLY')	0	1	1	H. A. Almohamad and S. O. Duffuaa, A linear programming approach for theweighted graph matching problem, IEEE Trans. Patt. Anal. Mach. Intell. 15 (1993)522â€“525.	A linear programming approach for the weighted graph matching problem	H.A. Almohamad and S.O. Duffuaa	1993
('A versatile system for computer-controlled assembly', 1975)	0	0	1	H. G. Barrow and R. Popplestone. Relational descriptions in picture processing. Machine Intelligence 6:377--396, 1971.	A versatile system for computer-controlled assembly	A.P. Ambler and H.G. Barrow and C.M. Brown and R.M. Burstall and R.J. Popplestone	1975
('Memorizing Visual Knowledge for Assembly Process Monitoring', 2001)	0	0	1	C. Bauckhage, S. Wachsmuth, G. Sagerer, "3D Assembly Recognition by Matching Functional Subparts", 3rd IAPR-TCIS Workshop on Graph-based Representations in Pattern Recognition, pp. 95-104, 2001.	Memorizing Visual Knowledge for Assembly Process Monitoring	Christian Bauckhage and Jannik Fritsch and Gerhard Sagerer	2001
('A look-ahead strategy for graph matching in retrieval by spatial arrangement', 'None')	0	1	1	S. Berretti, A. Del Bimbo and E. Vicario, A look-ahead strategy for graph matchingin retrieval by spatial arrangement, Int. Conf. Multimedia and Expo, 2000, pp. 1721â€“1724.	A look-ahead strategy for graph matching in retrieval by spatial arrangement	S. Berretti and A. Del Bimbo and E. Vicario	None
('The computational aspect of retrieval by spatial arrangement', 'None')	0	1	1	S. Berretti, A. Del Bimbo and E. Vicario, The computational aspect of retrieval byspatial arrangement, in Proc. 15th Int. Conf. Pattern Recognition, 2000, pp. 1047â€“1051.	The computational aspect of retrieval by spatial arrangement	S. Berretti and A. Del Bimbo and E. Vicario	None
('None', 1997)	0	1	1	Bomze, I. M. (1997). Evolution towards the maximum clique. J. Global Optim.,10, 143–164.	None	Immanuel M. Bomze	1997
('Bron, C. & Kerbosch, J. (1973). Commun. ACM, 16, 575-577.', 'CITATION ONLY')	0	1	1	Bron, C. & Kerbosch, J. (1973). Commun. ACM, 16, 575-577.	Algorithm 457: finding all cliques of an undirected graph	Coen Bron and Joep Kerbosch	1973
('H. Bunke, Error correcting graph matching: on the influence of the underlying costfunction, IEEE Trans. Patt. Anal. Mach. Intell. 21 (1999) 917â€“922.', 'CITATION ONLY')	0	1	1	H. Bunke, Error correcting graph matching: on the influence of the underlying costfunction, IEEE Trans. Patt. Anal. Mach. Intell. 21 (1999) 917â€“922.	Error correcting graph matching: on the influence of the underlying cost function	H. Bunke	1999
('A Comparison of Algorithms for Maximum Common Subgraph on Randomly Connected Graphs', 2002)	0	1	1	H. Bunke, P. Foggia, M. Vento, C. Sansone and C. Guidobaldi, A comparison ofalgorithms for maximum common subgraph on randomly connected graphs, in Proc.Joint IAPR Int. Workshops SSPR and SPR, 2002, pp. 123â€“132.	A Comparison of Algorithms for Maximum Common Subgraph on Randomly Connected Graphs	Horst Bunke and Pasquale Foggia and Corrado Guidobaldi and Carlo Sansone and Mario Vento	2002
('H. Bunke, On a relation between graph edit distance and maximum commonsubgraph, Patt. Recogn. Lett. 18 (1997) 689â€“694.', 'CITATION ONLY')	0	1	1	H. Bunke, On a relation between graph edit distance and maximum commonsubgraph, Patt. Recogn. Lett. 18 (1997) 689â€“694.	On a relation between graph edit distance and maximum common subgraph	H. Bunke	1997
('H. Bunke, A graph distance metric based on the maximum common subgraph, Pattern Recognit. Lett. 19 (3) (1998) 255–259.', 'CITATION ONLY')	0	1	1	H. Bunke, A graph distance metric based on the maximum common subgraph, Pattern Recognit. Lett. 19 (3) (1998) 255–259.	A graph distance metric based on the maximal common subgraph	Horst Bunke and Kim Shearer	1998
('Learning templates from fuzzy examples in structural pattern recognition', 1996)	0	1	1	K. P. Chan, Learning templates from fuzzy examples in structural patternrecognition, IEEE Trans. Syst. Man Cybern. B26 (1996) 118â€“123..	Learning templates from fuzzy examples in structural pattern recognition	None	1996
('Handwritten character recognition using a 2-layer random graph model by relaxation matching', 1990)	0	1	1	L. H. Chen and J. R. Lieh, Handwritten character recognition using a 2-layer randomgraph model by relaxation matching, Patt. Recogn. 23 (1990) 1189â€“1205.	Handwritten character recognition using a 2-layer random graph model by relaxation matching	Ling-Hwei Chen and June-Rong Lieh	1990
('W. J. Christmas, J. Kittler and M. Petrou, Structural matching in computer visionusing probabilistic relaxation, IEEE Trans. Patt. Anal. Mach. Intell. 17 (1995)749â€“764.', 'CITATION ONLY')	0	1	1	W. J. Christmas, J. Kittler and M. Petrou, Structural matching in computer visionusing probabilistic relaxation, IEEE Trans. Patt. Anal. Mach. Intell. 17 (1995)749â€“764.	Structural matching in computer vision using probabilistic relaxation	W.J. Christmas and J. Kittler and M. Petrou	1995
('L. P. Cordella, P. Foggia, C. Sansone and M. Vento, An improved algorithm formatching large graphs, in Proc. 3rd IAPR-TC15 Workshop Graph-Based Representationsin Pattern Recognition, 2001, pp. 149â€“159.', 'CITATION ONLY')	0	0	1	L. P. Cordella, P. Foggia, C. Sansone and M. Vento, An improved algorithm formatching large graphs, in Proc. 3rd IAPR-TC15 Workshop Graph-Based Representationsin Pattern Recognition, 2001, pp. 149â€“159.	A (sub)graph isomorphism algorithm for matching large graphs	L.P. Cordella and P. Foggia and C. Sansone and M. Vento	2004
('An efficient algorithm for the inexact matching of ARG graphs using a contextual transformational model', 1996)	0	1	1	L. P. Cordella, P. Foggia, C. Sansone and M. Vento, An efficient algorithm for theinexact matching of ARG graphs using a contextual transformational model, in Proc.13th Int. Conf. Pattern Recognition, 1996, pp. 180â€“184.	An efficient algorithm for the inexact matching of ARG graphs using a contextual transformational model	L.P. Cordella and P. Foggia and C. Sansone and M. Vento	1996
('Graph matching: a fast algorithm and its evaluation', 'None')	0	1	1	L. P. Cordella, P. Foggia, C. Sansone, F. Tortorella and M. Vento, Graph matching:a fast algorithm and its evaluation, in Proc. 14th Int. Conf. Pattern Recognition,1998, pp. 1582â€“1584.	Graph matching: a fast algorithm and its evaluation	L.P. Cordella and P. Foggia and C. Sansone and F. Tortorella and M. Vento	None
('Generalization of Two Hypergraphs. Algorithm of Calculation of the Greatest Sub-Hypergraph Common to Two Hypergraphs Annotated by Semantic Information', 1998)	0	1	1	Ch. Demko, Generalization of two hypergraphs. Algorithm of calculation of thegreatest sub-hypergraph common to two hypergraphs annotated by semanticinformation, Computing 12(Suppl.) (1997) 1â€“9.	Generalization of Two Hypergraphs. Algorithm of Calculation of the Greatest Sub-Hypergraph Common to Two Hypergraphs Annotated by Semantic Information	Ch. Demko	1998
