hash	verified	citation	URL	DOI	year	title	author
('Fusion of multiple experts in multimodal biometric personal identity verification systems', 'None')	0.0	K. Messer, J. Matas, J. Kittler, Acquisition of a large database for biometric identity verification, Proceedings of BioSig 98, 1998.	http://dx.doi.org/10.1109/nnsp.2002.1030012	10.1109/nnsp.2002.1030012	None	Fusion of multiple experts in multimodal biometric personal identity verification systems	J. Kittler and K. Messer
('Median Filters', 1990.0)	0.0	I. Pitas, A.N. Venetsanpoulos Nonlinear Digital Filters: Principles and Applications Kluwer Academic Publishers, Norwell, MA (1990)	http://dx.doi.org/10.1007/978-1-4757-6017-0_4	10.1007/978-1-4757-6017-0_4	1990.0	Median Filters	I. Pitas and A. N. Venetsanopoulos
('Cormen, T.H., Leiserson, C.E., Rivest, R.L.: Introduction to Algorithms. MIT Press, Cambridge (1990)', 'CITATION ONLY')	0.0	Cormen, T.H., Leiserson, C.E., Rivest, R.L.: Introduction to Algorithms. MIT Press, Cambridge (1990)	http://dx.doi.org/10.1515/9783110522013	10.1515/9783110522013	2017.0	Algorithmen - Eine Einführung	Thomas H. Cormen and Charles E. Leiserson and Ronald Rivest and Clifford Stein
('Efficient Algorithms for Pattern Matching on Directed Acyclic Graphs', 'None')	0.0	Li Chen , Amarnath Gupta , M. Erdem Kurul, Stack-based algorithms for pattern matching on DAGs, Proceedings of the 31st international conference on Very large data bases, August 30-September 02, 2005, Trondheim, Norway	http://dx.doi.org/10.1109/icde.2005.56	10.1109/icde.2005.56	None	Efficient Algorithms for Pattern Matching on Directed Acyclic Graphs	None
('Z. Zeng, A. K. Tung, J. Wang, J. Feng, and L. Zhou. Edit distance evaluation on graph structures. In VLDB, 2009.', 'CITATION ONLY')	0.0	Z. Zeng, A. K. Tung, J. Wang, J. Feng, and L. Zhou. Edit distance evaluation on graph structures. In VLDB, 2009.	http://dx.doi.org/10.14778/1687627.1687631	10.14778/1687627.1687631	2009.0	Comparing stars	Zhiping Zeng and Anthony K. H. Tung and Jianyong Wang and Jianhua Feng and Lizhu Zhou
('Bunke, H.: "Graph matching: theoretical foundations, algorithms, and applications". Proc. Vision Interface 2000, 2000, pp. 82â€“ 88', 'CITATION ONLY')	0.0	Bunke, H.: "Graph matching: theoretical foundations, algorithms, and applications". Proc. Vision Interface 2000, 2000, pp. 82â€“ 88	http://dx.doi.org/10.1163/156856800741153	10.1163/156856800741153	2000.0	Graph matching for visual object recognition	Horst Bunke
('Whimori CDK: A Control Program Development Kit', 2009.0)	0.0	Chemistry development kit (cdk). http://sourceforge.net/projects/cdk/.	http://dx.doi.org/10.1109/icc.2009.33	10.1109/icc.2009.33	2009.0	Whimori CDK: A Control Program Development Kit	Seungcheol Shin and Minhyuk Kwon and Sanghoon Rho
('Vladimir N. Vapnik, The nature of statistical learning theory, Springer-Verlag New York, Inc., New York, NY, 1995\t', 'CITATION ONLY')	0.0	Vladimir N. Vapnik, The nature of statistical learning theory, Springer-Verlag New York, Inc., New York, NY, 1995 	http://dx.doi.org/10.1002/hed.2890040316	10.1002/hed.2890040316	1982.0	Breathing, speech, and song. By Donald F. Proctor, 176 pp, illus, Springer-Verlag New York, Inc., New York, NY, 1980. $19.80	Robert C. Bone
('J. Besag On the statistical analysis of dirty pictures (2nd Edn), Proc. Roy. Statist. Soc. Ser. B, 48 (1986), pp. 259-302', 'CITATION ONLY')	0.0	J. Besag On the statistical analysis of dirty pictures (2nd Edn), Proc. Roy. Statist. Soc. Ser. B, 48 (1986), pp. 259-302	http://dx.doi.org/10.1080/02664769300000059	10.1080/02664769300000059	1993.0	Statistical analysis of dirty pictures*	Julian Besag
('A. Perchant, C. Boeres, I. Bloch, M. Roux and C. Ribeiro, Model-based scene recognition using graph fuzzy homomorphism solved by genetic algorithm, in Proc. 2nd IAPR-TC15 Workshop Graph-Based Representations in Pattern Recognition, 1999, pp. 61â€“70.', 'CITATION ONLY')	0.0	A. Perchant, C. Boeres, I. Bloch, M. Roux and C. Ribeiro, Model-based scene recognition using graph fuzzy homomorphism solved by genetic algorithm, in Proc. 2nd IAPR-TC15 Workshop Graph-Based Representations in Pattern Recognition, 1999, pp. 61â€“70.	http://dx.doi.org/10.1109/icpr.2000.906253	10.1109/icpr.2000.906253	None	Graph fuzzy homomorphism interpreted as fuzzy association graphs	A. Perchant and I. Bloch
('Review of "Adaptation in Natural and Artificial Systems by John H. Holland", The U. of Michigan Press, 1975', 1975.0)	0.0	J.H. Holland Adaptation in Natural and Artificial Systems The University of Michigan Press, Michigan (1979)	http://dx.doi.org/10.1145/1216504.1216510	10.1145/1216504.1216510	1975.0	Review of "Adaptation in Natural and Artificial Systems by John H. Holland", The U. of Michigan Press, 1975	Frederick Hayes-Roth
('Industry Self-Regulation and Voluntary Environmental Compliance. A. Iannuzzi, Jr. 2001. CRC Press, Boca Raton, FL. 180 pp. $69.95 hardcover.', 2003.0)	0.0	L.F. Costa, R.M. Cesar Jr. Shape Analysis and Classification: Theory and Practice CRC Press, Boca Raton, FL (2001)	http://dx.doi.org/10.1017/s1466046603251127	10.1017/s1466046603251127	2003.0	Industry Self-Regulation and Voluntary Environmental Compliance. A. Iannuzzi, Jr. 2001. CRC Press, Boca Raton, FL. 180 pp. $69.95 hardcover.	Lori Cunniff
('Feature Subset Selection by Bayesian network-based optimization', 2000.0)	0.0	R. Etxeberria, P. LarraÃ±aga, Global optimization with Bayesian networks, in: Special Session on Distributions and Evolutionary Optimization, II Symposium on Artificial Intelligence, CIMAF99, 1999, pp. 332â€“339.	http://dx.doi.org/10.1016/s0004-3702(00)00052-7	10.1016/s0004-3702(00)00052-7	2000.0	Feature Subset Selection by Bayesian network-based optimization	I. Inza and P. Larrañaga and R. Etxeberria and B. Sierra
('THE CTI CENTRE FOR MEDICINE The CTI Centre for Medicine has moved. Please note the new address and fax number: CTI Centre for Medicine, Institute for Learning and Research Technology, University of Bristol, 8 Woodland Road, Bristol BS8 1TN, UK. Tel: 0117 928 7492 Fax: 0117 928 8473 E-mail: cticm@britol. ac. uk WWW: http://www.ets.bris.ac.uk/cticm/home2.htm', 1997.0)	0.0	XM2VTSDB. The xm2vts database, http://www.ee.surrey.ac.uk/Research/VSSP/xm2vtsdb/	http://dx.doi.org/10.1177/146045829700300110	10.1177/146045829700300110	1997.0	THE CTI CENTRE FOR MEDICINE The CTI Centre for Medicine has moved. Please note the new address and fax number: CTI Centre for Medicine, Institute for Learning and Research Technology, University of Bristol, 8 Woodland Road, Bristol BS8 1TN, UK. Tel: 0117 928 7492 Fax: 0117 928 8473 E-mail: cticm@britol. ac. uk WWW: http://www.ets.bris.ac.uk/cticm/home2.htm	None
('CHRISTOFIDES, N. Worst-case analysis of a new heuristic for the travelling salesman problem. Technical Report, Graduate School of Industrial Administration, Carnegie-Mellon Univ., Pittsburgh, Pa., 1976.  \t', 'CITATION ONLY')	0.0	CHRISTOFIDES, N. Worst-case analysis of a new heuristic for the travelling salesman problem. Technical Report, Graduate School of Industrial Administration, Carnegie-Mellon Univ., Pittsburgh, Pa., 1976.   	http://dx.doi.org/10.2172/5264558	10.2172/5264558	1980.0	Development of a Foam OTEC System. Final technical report for Fiscal Year 1979	None
('Jain SM, Minocha SC, eds. 2000. Molecular biology of woody plants, volume 1. 520pp. Dordrecht, The Netherlands: Kluwer Academic Publishers. £148.50 (hardback). Jain SM, Minocha SC, eds. 2000.Molecular biology of woody plants, volume 2. 511pp. Dordrecht, The Netherlands: Kluwer Academic Publishers. £148.50 (hardback).', 2001.0)	0.0	P. LarraÃ±aga, J.A. Lozano (Eds.), Estimation of Distribution Algorithms. A New Tool for Evolutionary Computation, Kluwer Academic Publishers, Dordrecht, 2001.	http://dx.doi.org/10.1006/anbo.2001.1375	10.1006/anbo.2001.1375	2001.0	Jain SM, Minocha SC, eds. 2000. Molecular biology of woody plants, volume 1. 520pp. Dordrecht, The Netherlands: Kluwer Academic Publishers. £148.50 (hardback). Jain SM, Minocha SC, eds. 2000.Molecular biology of woody plants, volume 2. 511pp. Dordrecht, The Netherlands: Kluwer Academic Publishers. £148.50 (hardback).	N Chaffey
('R.M. Cesar Jr., I. Bloch First results on facial feature segmentation and recognition using graph homomorphisms VI SimpÃ³sio Ibero-Americano de Reconhecimento de Padr oes SIARP 2001, Florianapolis, Brazil (2001), pp. 95-99', 'CITATION ONLY')	0.0	R.M. Cesar Jr., I. Bloch First results on facial feature segmentation and recognition using graph homomorphisms VI SimpÃ³sio Ibero-Americano de Reconhecimento de Padr oes SIARP 2001, Florianapolis, Brazil (2001), pp. 95-99	http://dx.doi.org/10.1109/icpr.2002.1048339	10.1109/icpr.2002.1048339	None	Inexact graph matching using stochastic optimization techniques for facial feature recognition	R. Cesar and E. Bengoetxea and I. Bloch
('E. Bengoetxea, P. LarraÃ±aga, I. Bloch, A. Perchant, C. Boeres Learning and simulation of Bayesian networks applied to inexact graph matching Pattern Recognition, 35 (12) (2002), pp. 2867-2880', 'CITATION ONLY')	0.0	E. Bengoetxea, P. LarraÃ±aga, I. Bloch, A. Perchant, C. Boeres Learning and simulation of Bayesian networks applied to inexact graph matching Pattern Recognition, 35 (12) (2002), pp. 2867-2880	http://dx.doi.org/10.1016/s0031-3203(01)00232-1	10.1016/s0031-3203(01)00232-1	2002.0	Inexact graph matching by means of estimation of distribution algorithms	Endika Bengoetxea and Pedro Larrañaga and Isabelle Bloch and Aymeric Perchant and Claudia Boeres
('S. Baluja, S. Davies, Using optimal dependency-trees for combinatorial optimization: Learning the structure of the search space, Technical Report, Carnegie Mellon Report, CMU-CS-97-107, 1997.', 'CITATION ONLY')	0.0	S. Baluja, S. Davies, Using optimal dependency-trees for combinatorial optimization: Learning the structure of the search space, Technical Report, Carnegie Mellon Report, CMU-CS-97-107, 1997.	http://dx.doi.org/10.2172/5264558	10.2172/5264558	1980.0	Development of a Foam OTEC System. Final technical report for Fiscal Year 1979	None
('Social Capital and Information TechnologyHuysmanMarleenWulfVolker, eds. Cambridge, MA: MIT Press, 2004. 424 pp. $40.00.', 2005.0)	0.0	J.S. de Bonet, C.L. Isbell, P. Viola MIMIC: finding optima by estimating probability densities M.C. Mozer, M.I. Jordan, T. Petsche (Eds.), Advances in Neural Information Processing Systems, vol. 9, The MIT Press, Cambridge, MA (1997), pp. 424-431	http://dx.doi.org/10.2189/asqu.2005.50.2.308	10.2189/asqu.2005.50.2.308	2005.0	Social Capital and Information TechnologyHuysmanMarleenWulfVolker, eds. Cambridge, MA: MIT Press, 2004. 424 pp. $40.00.	Albert A. Cannella
('Multiply Transitive Groups', 1964.0)	0.0	H. Wielandt, Finite Permutation groups, Acad. Press, London 1964.	http://dx.doi.org/10.1016/b978-0-12-749650-4.50007-2	10.1016/b978-0-12-749650-4.50007-2	1964.0	Multiply Transitive Groups	HELMUT WIELANDT
('Groups with Almost Regular and Almost Perfect Involutions', 2018.0)	0.0	â€”, L. LovÃ¡sz, Permutation groups and almost regular graphs, Studia Sci. Math. Hungar. 8 /1973/ 141â€“150.	http://dx.doi.org/10.1007/s10958-018-3727-y	10.1007/s10958-018-3727-y	2018.0	Groups with Almost Regular and Almost Perfect Involutions	O. A. Korobov
('Doubly Transitive A(\\u2126)', 'None')	0.0	â€”, On the order of doubly transitive permutation groups, submitted	http://dx.doi.org/10.1017/cbo9780511721243.005	10.1017/cbo9780511721243.005	None	Doubly Transitive A(\u2126)	A. M. W. Glass
('All-Union Seminar ?Questions of Organization of Dialogue Systems?', 1978.0)	0.0	â€”, On algorithms of graph identification /Russian/, Questions of Cybernetics 15, Proc. 2nd All-Union Seminar on Combinat. Math., Moscow /1975/ 33â€“41.	http://dx.doi.org/10.1007/bf01069379	10.1007/bf01069379	1978.0	All-Union Seminar ?Questions of Organization of Dialogue Systems?	Yu. V. Kapitonova
('Prospects for introduction of mining and geological heritage objects in the tourism infrastructure of a region', 2017.0)	0.0	â€”, Determination of isomorphism of graphs /Russian/, in Mathem. Problems of Modelling Complex Objects, Karelian Branch of the Acad. Sci. USSR, Petrozavodsk 1979, 57â€“64.	http://dx.doi.org/10.17580/gzh.2017.10.17	10.17580/gzh.2017.10.17	2017.0	Prospects for introduction of mining and geological heritage objects in the tourism infrastructure of a region	None
('R.M. Lipton, The beacon set approach to graph isomorphism, SIAM J. Comp. 9 /1980/.', 'CITATION ONLY')	0.0	R.M. Lipton, The beacon set approach to graph isomorphism, SIAM J. Comp. 9 /1980/.	http://dx.doi.org/10.1137/0209047	10.1137/0209047	1980.0	Random Graph Isomorphism	László Babai and Paul Erdo\u02dds and Stanley M. Selkow
('Irreducible projective representations of finite nilpotent groups over number fields', 1979.0)	0.0	D.A. Suprunenko, R.F. Apatenok, Nilpotent irreducible groups of matrices over a finite field /Russian/, Doklady Akad. Nauk Belorus. SSR 5 /1961/ 535â€“537.	http://dx.doi.org/10.1016/0021-8693(79)90114-5	10.1016/0021-8693(79)90114-5	1979.0	Irreducible projective representations of finite nilpotent groups over number fields	Hans Opolka
('An almost always polynomial time algorithm for the ( alpha , beta )-cover problem in bipartite graphs', 'None')	0.0	â€”, Polynomial algorithm of identification of almost all graphs /Russian/, Karelian Branch of the Acad. Sci. USSR, in print.	http://dx.doi.org/10.1109/iscas.1991.176571	10.1109/iscas.1991.176571	None	An almost always polynomial time algorithm for the ( alpha , beta )-cover problem in bipartite graphs	C.P. Low and H.W. Leong
('Self-Presentation of Children of Senior Preschool Age With Speech Disorders', 2017.0)	0.0	V.N. Zemlyachenko, Canonical numbering of trees /Russian/, Proc. Seminar on Comb. Anal. at Moscow State Univ., Moscow 1970.	http://dx.doi.org/10.17922/2071-5323-2017-16-2-117-124	10.17922/2071-5323-2017-16-2-117-124	2017.0	Self-Presentation of Children of Senior Preschool Age With Speech Disorders	None
('Adaptive mixtures of local experts are source coding solutions', 'None')	0.0	Hobohm U, Sander C. Adaptive mixtures of local experts. Protein Sci 1994; 3.	http://dx.doi.org/10.1109/icnn.1993.298760	10.1109/icnn.1993.298760	None	Adaptive mixtures of local experts are source coding solutions	P.T. Szymanski and M.D. Lemmon
('Bioinformatics: The Machine Learning Approach  Bioinformatics: The Machine Learning Approach ,                Pierre Baldi  and                Søren Brunak  MIT Press, Cambridge, Mass., 2001 [1998]. $49.95 (452 pp.). ISBN 0-262-02506-X', 2002.0)	0.0	Baldi P, Brunak S. Bioinformatics: the machine learning approach. Cambridge, MA: MIT Press; 2001.	http://dx.doi.org/10.1063/1.1537915	10.1063/1.1537915	2002.0	Bioinformatics: The Machine Learning Approach  Bioinformatics: The Machine Learning Approach ,                Pierre Baldi  and                Søren Brunak  MIT Press, Cambridge, Mass., 2001 [1998]. $49.95 (452 pp.). ISBN 0-262-02506-X	Gustavo A. Stolovitzky
('Support Vector Machine (SVM, Maximal Margin Classifier)', 2004.0)	0.0	SchÃ¶lkopf B, Tsuda K, Vert Jâ€\x90P. Support vector machine applications in computational biology. Cambridge, MA: MIT Press; 2004.	http://dx.doi.org/10.1002/9780471650126.dob0717.pub2	10.1002/9780471650126.dob0717.pub2	2004.0	Support Vector Machine (SVM, Maximal Margin Classifier)	Nello Cristianini
('Contact Map Prediction by Machine Learning', 2010.0)	0.0	Baldi P, Pollastri G. The principled design of largeâ€\x90scale recursive neural network architecturesâ€\x90DAGâ€\x90RNNs and the protein structure prediction problem. J Machine Learning Res 2003; 4: 575â€“602.	http://dx.doi.org/10.1002/9780470882207.ch7	10.1002/9780470882207.ch7	2010.0	Contact Map Prediction by Machine Learning	Alberto J.M. Martin and Catherine Mooney and Ian Walsh and Gianluca Pollastri
('A statistical framework for genomic data fusion', 2004.0)	0.0	Lanckriet GRG, Cristianini N, Jordan MI, Noble WS. Kernelâ€\x90based integration of genomic data using semidefinite programming. In kernel methods in computational biology. Cambridge, MA: MIT Press, 2004.	http://dx.doi.org/10.1093/bioinformatics/bth294	10.1093/bioinformatics/bth294	2004.0	A statistical framework for genomic data fusion	G. R. G. Lanckriet and T. De Bie and N. Cristianini and M. I. Jordan and W. S. Noble
('SchÃ¶lkopf B, Smola A (2002) Learning with kernels: support vector machines, regularization, optimization, and beyond. Adapt Comput Mach Learn. MIT Press. http://books.google.com/books?id=y8ORL3DWt4sC', 'CITATION ONLY')	0.0	SchÃ¶lkopf B, Smola A (2002) Learning with kernels: support vector machines, regularization, optimization, and beyond. Adapt Comput Mach Learn. MIT Press. http://books.google.com/books?id=y8ORL3DWt4sC	http://dx.doi.org/10.1145/1027914.1027921	10.1145/1027914.1027921	2004.0	Review of "Learning Kernel Classifiers: Theory and Algorithms by Ralf Herbrich." MIT Press, Cambridge, Mass., 2002. ISBN 026208306X, 384 pages; and Review of "Learning with Kernels: Support Vector Machines, Regularization Optimization and Beyond by Bernhard Scholkopf and Alexander J. Smola." IT Press, Cambridge, Mass., 2002, ISBN 0262194759, 644 pages.	Luc T. Wille
('Prediction of the disulfide bonding state of cysteines in proteins with hidden neural networks', 2002.0)	0.0	Fariselli P, Martelli PL, adio R. A neural networkâ€\x90based method for predicting the disulfide connectivity in proteins. 6th International Conference on Knowledgeâ€\x90Based Intelligent and Engineering Systems 2002.	http://dx.doi.org/10.1093/protein/15.12.951	10.1093/protein/15.12.951	2002.0	Prediction of the disulfide bonding state of cysteines in proteins with hidden neural networks	Pier Luigi Martelli and Piero Fariselli and Luca Malaguti and Rita Casadio
('Verwunderliches aus der Physik i. von G. P. Makejewa und M. S. Zedrik, Verlag Harri Deutsch, Frankfurt 1981, DM 6,80. Verwunderliches aus der Physik ii. Schau den Dingen auf den Grund. von P. W. Makowezki, Verlag Harri Deutsch, Frankfurt 1980, DM 12,80. Verwunderliches aus der Physik iii. Physikalische Paradoxa und Interessante Aufgaben. von W. N. Lange, Verlag Harri Deutsch, Frankfurt 1981, DM 9,80. Optische Täuschungen. von I. D. Artamonow. Verlag Harri Deutsch, Frankfurt 1983, DM 9,80', 1984.0)	0.0	L. Wiskott, Labeled Graphs and Dynamic Link Matching for Face Recognition and Scene Analysis, PhD Thesis, vol. 53 of Reihe Physik, Verlag Harri Deutsch, Thun, Frankfurt a. Main, Germany, 1995.	http://dx.doi.org/10.1002/piuz.1984.2200150409	10.1002/piuz.1984.2200150409	1984.0	Verwunderliches aus der Physik i. von G. P. Makejewa und M. S. Zedrik, Verlag Harri Deutsch, Frankfurt 1981, DM 6,80. Verwunderliches aus der Physik ii. Schau den Dingen auf den Grund. von P. W. Makowezki, Verlag Harri Deutsch, Frankfurt 1980, DM 12,80. Verwunderliches aus der Physik iii. Physikalische Paradoxa und Interessante Aufgaben. von W. N. Lange, Verlag Harri Deutsch, Frankfurt 1981, DM 9,80. Optische Täuschungen. von I. D. Artamonow. Verlag Harri Deutsch, Frankfurt 1983, DM 9,80	None
('L Wiskott, J.-M Fellous, N KrÃ¼ger, C von der Malsburg Face recognition and gender determination Proc. Int. Workshop Autom. Face Gesture Recogn., ZÃ¼rich, Switzerland, June (1995), pp. 92-97', 'CITATION ONLY')	0.0	L Wiskott, J.-M Fellous, N KrÃ¼ger, C von der Malsburg Face recognition and gender determination Proc. Int. Workshop Autom. Face Gesture Recogn., ZÃ¼rich, Switzerland, June (1995), pp. 92-97	http://dx.doi.org/10.1109/icip.1997.647401	10.1109/icip.1997.647401	None	Face recognition by elastic bunch graph matching	L. Wiskott and J.-M. Fellous and N. Kruger and C. von der Malsburg
('Workshop on psychology of face and gesture recognition', 2008.0)	0.0	W.T Freeman, M Roth Orientation histograms for hand gesture recognition Proc. Int. Workshop Autom. Face Gesture Recogn., ZÃ¼rich, Switzerland, June (1995), pp. 296-301	http://dx.doi.org/10.1109/afgr.2008.4813424	10.1109/afgr.2008.4813424	2008.0	Workshop on psychology of face and gesture recognition	Frank Pollick and Aina Puce
('Y Cui, J.J Weng Learning-based hand sign recognition Proc. Int. Workshop Autom. Face Gesture Recogn., ZÃ¼rich, Switzerland, June (1995), pp. 201-206', 'CITATION ONLY')	0.0	Y Cui, J.J Weng Learning-based hand sign recognition Proc. Int. Workshop Autom. Face Gesture Recogn., ZÃ¼rich, Switzerland, June (1995), pp. 201-206	http://dx.doi.org/10.1109/afgr.1996.557274	10.1109/afgr.1996.557274	None	Hand sign recognition from intensity image sequences with complex backgrounds	Y. Cui and J.J. Weng
('K. Schadler and F. Wysotzki. Theoretical foundations of a special neural net approach for graphmatching. Technical Report 96-26, TU Berlin, CS Dept., 1996.', 'CITATION ONLY')	0.0	K. Schadler and F. Wysotzki. Theoretical foundations of a special neural net approach for graphmatching. Technical Report 96-26, TU Berlin, CS Dept., 1996.	http://dx.doi.org/10.1023/a:1008320413168	10.1023/a:1008320413168	1999.0	None	Kristina Schädler and Fritz Wysotzki
('C Uras, A Verri Hand gesture recognition from edge maps Proc. Int. Workshop Autom. Face Gesture Recogn., ZÃ¼rich, Switzerland, June (1995), pp. 116-121', 'CITATION ONLY')	0.0	C Uras, A Verri Hand gesture recognition from edge maps Proc. Int. Workshop Autom. Face Gesture Recogn., ZÃ¼rich, Switzerland, June (1995), pp. 116-121	http://dx.doi.org/10.1109/afgr.2008.4813424	10.1109/afgr.2008.4813424	2008.0	Workshop on psychology of face and gesture recognition	Frank Pollick and Aina Puce
('Masterstudiengang an der Ruhr-Universität Bochum', 2001.0)	0.0	J. Wieghardt, Learning the Topology of Views: from Images to Objects, PhD Thesis, Institut fÃ¼r Neuroinformatik, Ruhr-UniversitÃ¤t Bochum, Germany, 2001.	http://dx.doi.org/10.1002/bate.200103550	10.1002/bate.200103550	2001.0	Masterstudiengang an der Ruhr-Universität Bochum	None
('Data acquisition for 3D city models from LIDAR: extracting buildings and roads', 'None')	0.0	Rottensteiner, F.; Trinder, J.; Clode, S.; Kubik, K. Automated delineation of roof planes from lidar data. In Workshop â€œLaser scanning 2005â€\x9d; International Archives of Photogrammetry, Remote Sensing and Spatial Information Sciences: Enschede, The Netherlands, 2005; Volume 36, pp. 221â€“226.	http://dx.doi.org/10.1109/igarss.2005.1526226	10.1109/igarss.2005.1526226	None	Data acquisition for 3D city models from LIDAR: extracting buildings and roads	F. Rottensteiner and J. Trinder and S. Clode
('Building modeling from noisy photogrammetric point clouds', 2014.0)	0.0	Vosselman, G.; Dijkman, S. 3D building model reconstruction from point clouds and ground plans. In ISPRS Workshop Land Surface Mapping and Characterization Using Laser Altimetry; International Archives of Photogrammetry, Remote Sensing and Spatial Information Sciences: Annapolis, MD, USA, 2001; Volume 34, pp. 37â€“43.	http://dx.doi.org/10.5194/isprsannals-ii-3-197-2014	10.5194/isprsannals-ii-3-197-2014	2014.0	Building modeling from noisy photogrammetric point clouds	B. Xiong and S. Oude Elberink and G. Vosselman
('TRANSFER LEARNING BASED ON LOGISTIC REGRESSION', 2015.0)	0.0	Rottensteiner, F. Consistent estimation of building parameters considering geometric regularities by soft constraints. In International Archives of Photogrammetry; Remote Sensing and Spatial Information Sciences: Bonn, Germany, 2006; Volume 36, pp. 13â€“18.	http://dx.doi.org/10.5194/isprsarchives-xl-3-w3-145-2015	10.5194/isprsarchives-xl-3-w3-145-2015	2015.0	TRANSFER LEARNING BASED ON LOGISTIC REGRESSION	A. Paul and F. Rottensteiner and C. Heipke
('MOVING WINDOW SEGMENTATION FRAMEWORK FOR POINT CLOUDS', 2012.0)	0.0	Vosselman, G.; Gorte, B.; Sithole, G.; Rabbani, T. Recognising Structure in Laser Scanner Point Clouds. International Conference NATSCAN â€œLaser-Scanners for Forest and Landscpae Assessment â€“ Instruments, Processing Methods and Applications, ISPRS working group VIII/2; International Archives of Photogrammetry, Remote Sensing and Spatial Information Sciences: Freiburg im Breisgau, Germany, 2004; 34. Part 8, W2..	http://dx.doi.org/10.5194/isprsannals-i-3-161-2012	10.5194/isprsannals-i-3-161-2012	2012.0	MOVING WINDOW SEGMENTATION FRAMEWORK FOR POINT CLOUDS	G. Sithole and B. Gorte
('Oude Elberink, S. Target graph matching for building reconstruction. In Laserscanning 2009; International Archives of Photogrammetry, Remote Sensing and Spatial Information Sciences: Paris, France, 2009; Volume 38, (accepted for publication).', 'CITATION ONLY')	0.0	Oude Elberink, S. Target graph matching for building reconstruction. In Laserscanning 2009; International Archives of Photogrammetry, Remote Sensing and Spatial Information Sciences: Paris, France, 2009; Volume 38, (accepted for publication).	http://dx.doi.org/10.5194/isprsannals-ii-3-197-2014	10.5194/isprsannals-ii-3-197-2014	2014.0	Building modeling from noisy photogrammetric point clouds	B. Xiong and S. Oude Elberink and G. Vosselman
('International cooperation and capacity building', 2008.0)	0.0	Ameri, B. Feature Based Model Verification (FBMV): a new concept for hypothesis validation in building reconstruction. In XIX ISPRS Congress; International Archives of Photogrammetry, Remote Sensing and Spatial Information Sciences: Amsterdam, The Netherlands, 2000; Volume 33, pp. 24â€“35.	http://dx.doi.org/10.1201/9780203888445.ch34	10.1201/9780203888445.ch34	2008.0	International cooperation and capacity building	Ian Dowman and Shunji Murai
('MEASURING LEAF WATER CONTENT USING MULTISPECTRAL TERRESTRIAL LASER SCANNING', 2017.0)	0.0	Kaartinen, H.; Hyyppa, J.; Guelch, E.; Vosselman, G.; Hyyppa, H.; Matikainen, L.; Hofmann, A.; Moder, U.; Persson, O.; Soderman, U.; Elmqvist, M.; Ruiz, A.; Dragoja, M.; Flamanc, D.; Maillet, G.; Kersten, T.; Carl, J.; Hau, R.; Wild, E.; Frederiksen, L.; Holmgaard, J.; Vester, K. Accuracy of 3D city models: EuroSDR comparison. In International Archives of Photogrammetry; Remote Sensing and Spatial Information Sciences: Enschede, The Netherlands, 2005; Volume 36, pp. 227â€“232.	http://dx.doi.org/10.5194/isprs-archives-xlii-3-w3-81-2017	10.5194/isprs-archives-xlii-3-w3-81-2017	2017.0	MEASURING LEAF WATER CONTENT USING MULTISPECTRAL TERRESTRIAL LASER SCANNING	S. Junttila and M. Vastaranta and R. Linnakoski and J. Sugano and H. Kaartinen and A. Kukko and M. Holopainen and H. Hyyppä and J. Hyyppä
('DENSE MULTIPLE STEREO MATCHING OF HIGHLY OVERLAPPING UAV IMAGERY', 2012.0)	0.0	Brenner, C.; Haala, N. Fast production of virtual reality city models. In ISPRS Commission IV Symposium on GIS - Between Visions and Applications; International Archives of Photogrammetry, Remote Sensing and Spatial Information Sciences: Stuttgart, Germany, 1998; Volume 32, Part 4.	http://dx.doi.org/10.5194/isprsarchives-xxxix-b1-387-2012	10.5194/isprsarchives-xxxix-b1-387-2012	2012.0	DENSE MULTIPLE STEREO MATCHING OF HIGHLY OVERLAPPING UAV IMAGERY	N. Haala and M. Rothermel
('Quality analysis on 3D building models reconstructed from airborne laser scanning data', 2011.0)	0.0	Schwalbe, E.; Maas, H.-G.; Seidel, F. 3D Building model generation from airborne laser scanner data using 2D GIS data and orthogonal point cloud projections. In Workshop â€œLaser scanning 2005â€\x9d; International Archives of Photogrammetry, Remote Sensing and Spatial Information Sciences: Enschede, The Netherlands, 2005; Volume 36, pp. 209â€“214.	http://dx.doi.org/10.1016/j.isprsjprs.2010.09.009	10.1016/j.isprsjprs.2010.09.009	2011.0	Quality analysis on 3D building models reconstructed from airborne laser scanning data	Sander Oude Elberink and George Vosselman
('Development of large Area Covering Height Model', 2014.0)	0.0	Roth, R.; Thompson, J. Practical application of Multiple Pulse in Air (MPIA) LIDAR in large-area surverys. In International Archives of Photogrammetry; Remote Sensing and Spatial Information Sciences: Beijing, China, 2008; Volume 37, pp. 183â€“188.	http://dx.doi.org/10.5194/isprsarchives-xl-4-105-2014	10.5194/isprsarchives-xl-4-105-2014	2014.0	Development of large Area Covering Height Model	K. Jacobsen
