hash	auto_verified	verified	checked	citation	title	author	year
('P. Foggia, C. Sansone and M. Vento, A performance comparison of five algorithmsfor graph isomorphism, in Proc. 3rd IAPR-TC15 Workshop Graph-Based Representationsin Pattern Recognition, 2001, pp. 188â€“199.', 'CITATION ONLY')	0	0	1	P. Foggia, C. Sansone and M. Vento, A performance comparison of five algorithmsfor graph isomorphism, in Proc. 3rd IAPR-TC15 Workshop Graph-Based Representationsin Pattern Recognition, 2001, pp. 188â€“199.	Assessing the Performance of a Graph-Based Clustering Algorithm	Pasquale Foggia and Gennaro Percannella and Carlo Sansone and Mario Vento	None
('F. Fuchs and H. Le Men, Efficient subgraph isomorphism with a priori knowledge, in Proc. Joint IAPR Int. Workshops SSPR and SPR, 2000, pp. 427â€“436.', 'CITATION ONLY')	0	1	1	F. Fuchs and H. Le Men, Efficient subgraph isomorphism with a priori knowledge, in Proc. Joint IAPR Int. Workshops SSPR and SPR, 2000, pp. 427â€“436.	Efficient Subgraph Isomorphism with ‘A Priori’ Knowledge	Frank Fuchs and Hervé Le-Men	2000
('M. Salotti and N. Laachfoubi, Topographic graph matching for shift estimation, inProc. 3rd IAPR-TC15 Workshop Graph-Based Representations in Pattern Recognition,2001, pp. 54â€“63.', 'CITATION ONLY')	0	0	1	M. Salotti and N. Laachfoubi, Topographic graph matching for shift estimation, inProc. 3rd IAPR-TC15 Workshop Graph-Based Representations in Pattern Recognition,2001, pp. 54â€“63.	Matrix-Based Hierarchical Graph Matching in Off-Line Handwritten Signatures Recognition	Marcin Piekarczyk and Marek R. Ogiela	2013
('D. E. Ghahraman, A. K. C. Wong and T. Au, Graph monomorphism algorithms, Trans. Syst. Man Cybern. 10 (1980) 189â€“197.', 'CITATION ONLY')	0	1	1	D. E. Ghahraman, A. K. C. Wong and T. Au, Graph monomorphism algorithms, Trans. Syst. Man Cybern. 10 (1980) 189â€“197.	Graph Optimal Monomorphism Algorithms	David E. Ghahraman and Andrew K. C. Wong and Tung Au	1980
('Graph Partition for Matching', 2003)	0	0	1	C. Gomila, F. Meyer, "Tracking Objects by Graph Matching of Image Partition Sequences", 3rd IAPR-TC15 Workshop on Graph-based Representations in Pattern Recognition, pp. 1-11, 2001.	Graph Partition for Matching	Huaijun Qiu and Edwin R. Hancock	2003
('J. E. Hopcroft and J. Wong, Linear time algorithm for isomorphism of planar graphs,in Proc. 6th Annual ACM Symp. Theory of Computing, 1974, pp. 172â€“184.', 'CITATION ONLY')	0	1	1	J. E. Hopcroft and J. Wong, Linear time algorithm for isomorphism of planar graphs,in Proc. 6th Annual ACM Symp. Theory of Computing, 1974, pp. 172â€“184.	Linear time algorithm for isomorphism of planar graphs (Preliminary Report)	J. E. Hopcroft and J. K. Wong	1974
('Decision Trees for Error-Tolerant Graph Database Filtering', 2005)	0	0	1	C. Irniger and H. Bunke, Graph matching: filtering large databases of graphs using decision trees, in Proc. 3rd IAPR-TC15 Workshop Graph-Based Representations in Pattern Recognition, 2001, pp. 239â€“249.	Decision Trees for Error-Tolerant Graph Database Filtering	Christophe Irniger and Horst Bunke	2005
('X. Jiang, A. Munger and H. Bunke, Synthesis of representative symbols by computinggeneralized median graphs, in Proc. Int. Workshop Graphics Recognition GRECâ€™99, 1999, pp. 187â€“194.', 'CITATION ONLY')	0	1	1	X. Jiang, A. Munger and H. Bunke, Synthesis of representative symbols by computinggeneralized median graphs, in Proc. Int. Workshop Graphics Recognition GRECâ€™99, 1999, pp. 187â€“194.	Synthesis of Representative Graphical Symbols by Computing Generalized Median Graph	Xiaoyi Jiang and Andreas Münger and Horst Bunke	2000
('J. J. McGregor, Backtrack search algorithm and the maximal common subgraph problem, Software â€” Practice and Experience 12 (1982) 23â€“34.', 'CITATION ONLY')	0	1	1	J. J. McGregor, Backtrack search algorithm and the maximal common subgraph problem, Software â€” Practice and Experience 12 (1982) 23â€“34.	Backtrack search algorithms and the maximal common subgraph problem	James J. McGregor	1982
('B. D. McKay, Practical graph isomorphism, Congressus Numerantium 30 (1981)45â€“87.', 'CITATION ONLY')	0	0	1	B. D. McKay, Practical graph isomorphism, Congressus Numerantium 30 (1981)45â€“87.	Graph Isomorphism, 1980; McKay	None	None
('B. Messmer, Efficient Graph Matching Algorithm for Preprocessed Model Graphs,Ph.D. thesis, Institut fur Informatik und Angewandte Mathematik, University ofBern (1995)', 'CITATION ONLY')	0	0	1	B. Messmer, Efficient Graph Matching Algorithm for Preprocessed Model Graphs,Ph.D. thesis, Institut fur Informatik und Angewandte Mathematik, University ofBern (1995)	Germany: Schüler-Institut für Technik und angewandte Informatik (SITI)	None	2014
('T. Miyazaki, The complexity of McKayâ€™s canonical labeling algorithm, Groups and Computation II, DIMACS Series Discrete Mathematics Theoretical Computer Science 28 (1997) 239â€“256.', 'CITATION ONLY')	0	1	1	T. Miyazaki, The complexity of McKayâ€™s canonical labeling algorithm, Groups and Computation II, DIMACS Series Discrete Mathematics Theoretical Computer Science 28 (1997) 239â€“256.	The complexity of McKay’s canonical labeling                    algorithm	Takunari Miyazaki	1997
('M. Pelillo, Relaxation labeling networks for the maximum clique problem, J. Artif. Neural Networks 2 (1995) 313â€“328.', 'CITATION ONLY')	0	1	1	M. Pelillo, Relaxation labeling networks for the maximum clique problem, J. Artif. Neural Networks 2 (1995) 313â€“328.	Relaxation labeling networks that solve the maximum clique problem	M. Pelillo	1995
('M. Pelillo and A. Jagota, Feasible and infeasible maxima in a quadratic program for maximum clique, J. Artif. Neural Networks 2 (1995) 411â€“420.', 'CITATION ONLY')	0	0	1	M. Pelillo and A. Jagota, Feasible and infeasible maxima in a quadratic program for maximum clique, J. Artif. Neural Networks 2 (1995) 411â€“420.	Relaxation labeling networks that solve the maximum clique problem	M. Pelillo	1995
('A. Perchant, C. Boeres, I. Bloch, M. Roux and C. Ribeiro, Model-based scene recognitionusing graph fuzzy homomorphism solved by genetic algorithm, in Proc. 2ndIAPR-TC15 Workshop Graph-Based Representations in Pattern Recognition, 1999,pp. 61â€“70.', 'CITATION ONLY')	0	0	1	A. Perchant, C. Boeres, I. Bloch, M. Roux and C. Ribeiro, Model-based scene recognitionusing graph fuzzy homomorphism solved by genetic algorithm, in Proc. 2ndIAPR-TC15 Workshop Graph-Based Representations in Pattern Recognition, 1999,pp. 61â€“70.	Graph fuzzy homomorphism interpreted as fuzzy association graphs	A. Perchant and I. Bloch	None
('A. Rosenfeld, R. A. Hummel and S. W. Zucker, Scene labelling by relaxation operations, IEEE Trans. Syst. Man Cybern. 6 (1976) 420â€“433.', 'CITATION ONLY')	0	1	1	A. Rosenfeld, R. A. Hummel and S. W. Zucker, Scene labelling by relaxation operations, IEEE Trans. Syst. Man Cybern. 6 (1976) 420â€“433.	Scene Labeling by Relaxation Operations	Azriel Rosenfeld and Robert A. Hummel and Steven W. Zucker	1976
('S. J. Russel and P. Norvig, in Artificial Intelligence: A Modern Approach, Series inArtificial Intelligence (Prentice Hall, 1995).', 'CITATION ONLY')	0	0	1	S. J. Russel and P. Norvig, in Artificial Intelligence: A Modern Approach, Series inArtificial Intelligence (Prentice Hall, 1995).	Artificial intelligence—a modern approach by Stuart Russell and Peter Norvig, Prentice Hall. Series in Artificial Intelligence, Englewood Cliffs, NJ.	Gerd Brewka	1996
('F. Fuchs and H. Le Men, Building reconstruction on aerial images through multi-primitive graph matching, in Proc. 2nd IAPR-TC15 Workshop Graph-Based Representations in Pattern Recognition, 1999, pp. 21â€“30.', 'CITATION ONLY')	0	0	1	F. Fuchs and H. Le Men, Building reconstruction on aerial images through multi-primitive graph matching, in Proc. 2nd IAPR-TC15 Workshop Graph-Based Representations in Pattern Recognition, 1999, pp. 21â€“30.	Matrix-Based Hierarchical Graph Matching in Off-Line Handwritten Signatures Recognition	Marcin Piekarczyk and Marek R. Ogiela	2013
('F. Serratosa, R. Alquezar and A. Sanfeliu, Function-described graphs: a fastalgorithm to compute a sub-optimal matching measure, in Proc. 2nd IAPR-TC15Workshop Graph-Based Representations in Pattern Recognition, 1999, pp. 71â€“77.', 'CITATION ONLY')	0	0	1	F. Serratosa, R. Alquezar and A. Sanfeliu, Function-described graphs: a fastalgorithm to compute a sub-optimal matching measure, in Proc. 2nd IAPR-TC15Workshop Graph-Based Representations in Pattern Recognition, 1999, pp. 71â€“77.	Efficient algorithms for matching attributed graphs and function-described graphs	F. Serratosa and R. Alquezar and A. Sanfeliu	None
('F. Serratosa, R. Alquezar and A. Sanfeliu, Function-described graphs: a fast algorithm to compute a sub-optimal matching measure, in Proc. 2nd IAPR-TC15 Workshop Graph-Based Representations in Pattern Recognition, 1999, pp. 71â€“77.', 'CITATION ONLY')	0	0	1	F. Serratosa, R. Alquezar and A. Sanfeliu, Function-described graphs: a fast algorithm to compute a sub-optimal matching measure, in Proc. 2nd IAPR-TC15 Workshop Graph-Based Representations in Pattern Recognition, 1999, pp. 71â€“77.	Efficient algorithms for matching attributed graphs and function-described graphs	F. Serratosa and R. Alquezar and A. Sanfeliu	None
('Pharmacophore Perception, Development and Use in Drug Design. Edited by Osman F. Güner', 2000)	0	0	1	Gund, P. Evolution of the Pharmacophore Concept in Pharmaceutical Research. In Pharmacophore, Perception, DeVelopment, and Use in Drug Design (IuI Biotechnology series 2); Guner, O. F., Ed.; International University Line: La Jolla, CA, 1999; pp 3-12.	Pharmacophore Perception, Development and Use in Drug Design. Edited by Osman F. Güner	Shu-Kun Lin	2000
('Descriptor-Based Similarity Measures for Screening Chemical Databases', 2008)	0	0	1	Raymond, J. W.; Willett, P. Effectiveness of Graph-Based and Fingerprint-Based Similarity Measures for Virtual Screening of 2D Chemical Structure Databases. J. Comput.-Aided Mol. Des. 2002, 16, 59-71.	Descriptor-Based Similarity Measures for Screening Chemical Databases	John M. Barnard and Geoffrey M. Downs and Peter Willett	2008
('Myocardial Perfusion Imaging in Hypertrophic Cardiomyopathy', 2010)	0	0	1	Available from Daylight Chemical Information Systems Inc., 27401 Los Altos, Suite #360, Mission Viejo, CA 92691.	Myocardial Perfusion Imaging in Hypertrophic Cardiomyopathy	None	2010
('Software Review of FTrees and FTrees-FS in Pipeline Pilot FTrees and FTrees-FS in Pipeline Pilot . BioSolveIT GmbH . An der Zieglei 79, 53757 Sankt Augustin, Germany . http://www.biosolveit.de/FTrees . See Web site for pricing information.', 2011)	0	0	1	BioSolveIT GmbH - FlexS. http://www.biosolveit.de/FlexS/ (accessed Oct 19, 2006).	Software Review of FTrees and FTrees-FS in Pipeline Pilot FTrees and FTrees-FS in Pipeline Pilot . BioSolveIT GmbH . An der Zieglei 79, 53757 Sankt Augustin, Germany . http://www.biosolveit.de/FTrees . See Web site for pricing information.	Monika Rella	2011
('Raymond, J. M.; Willett. P. Maximum Common Subgraph IsomorphismAlgorithms for the Matching of Chemical Structures. J.Comput.-Aided Mol. Des. 2002, 16, 521-533.', 'CITATION ONLY')	0	1	1	Raymond, J. M.; Willett. P. Maximum Common Subgraph IsomorphismAlgorithms for the Matching of Chemical Structures. J.Comput.-Aided Mol. Des. 2002, 16, 521-533.	None	John W. Raymond and Peter Willett	2002
('Matching of Chemical and Biological Structures Using Subgraph and Maximal Common Subgraph Isomorphism Algorithms', 1999)	0	0	1	Raymond JW, Willett P (2002) Maximum common subgraph isomorphism algorithms for the matching of chemical structures. J Comput Aided Mol Des 16(7):521â€“533	Matching of Chemical and Biological Structures Using Subgraph and Maximal Common Subgraph Isomorphism Algorithms	Peter Willett	1999
('Lemmen, C.; Lengauer, T.; Klebe, C. FLEXS: A Method for Fast Flexible Ligand Superposition. J. Med. Chem. 1998, 41, 4502-20.', 'CITATION ONLY')	0	1	1	Lemmen, C.; Lengauer, T.; Klebe, C. FLEXS: A Method for Fast Flexible Ligand Superposition. J. Med. Chem. 1998, 41, 4502-20.	FlexS:  A Method for Fast Flexible Ligand Superposition	Christian Lemmen and Thomas Lengauer and Gerhard Klebe	1998
('Kramer, A.; Horn, H. W.; Rice, J. E. Fast 3D Molecular Superpositionand Similarity Search in Databases of Flexible Molecules. J. Comput.-Aided Mol. Des. 2003, 17 (1), 13-38.', 'CITATION ONLY')	0	1	1	Kramer, A.; Horn, H. W.; Rice, J. E. Fast 3D Molecular Superpositionand Similarity Search in Databases of Flexible Molecules. J. Comput.-Aided Mol. Des. 2003, 17 (1), 13-38.	None	Andreas Krämer and Hans W. Horn and Julia E. Rice	2003
('Cho, S. J.; Sun, J. FLAME: A Program to Flexibly Align Molecules. J. Chem. Inf. Model. 2006, 46, 298-306.', 'CITATION ONLY')	0	1	1	Cho, S. J.; Sun, J. FLAME: A Program to Flexibly Align Molecules. J. Chem. Inf. Model. 2006, 46, 298-306.	FLAME:  A Program to Flexibly Align Molecules	Sung Jin Cho and Yaxiong Sun	2006
('Lemmen, C.; Claus Hiller, C.; Thomas Lengauer, T. RigFit: A New Approach to Superimposing Ligand Molecules. J. Comput.-Aided Mol. Des. 1998, 12, 491-502.', 'CITATION ONLY')	0	1	1	Lemmen, C.; Claus Hiller, C.; Thomas Lengauer, T. RigFit: A New Approach to Superimposing Ligand Molecules. J. Comput.-Aided Mol. Des. 1998, 12, 491-502.	None	Christian Lemmen and Claus Hiller and Thomas Lengauer	1998
('Rarey, M.; Dixon, J. S. Feature Trees: A New Molecular Similarity Measure Based on Tree Matching J. Comput.-Aided Mol. Des. 1998, 12, 471-90.', 'CITATION ONLY')	0	1	1	Rarey, M.; Dixon, J. S. Feature Trees: A New Molecular Similarity Measure Based on Tree Matching J. Comput.-Aided Mol. Des. 1998, 12, 471-90.	None	Matthias Rarey and J. Scott Dixon	1998
('Time-resolved dynamics in acetonitrile cluster anions <mml:math altimg="si1.gif" display="inline" overflow="scroll" xmlns:xocs="http://www.elsevier.com/xml/xocs/dtd" xmlns:xs="http://www.w3.org/2001/XMLSchema" xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xmlns="http://www.elsevier.com/xml/ja/dtd" xmlns:ja="http://www.elsevier.com/xml/ja/dtd" xmlns:mml="http://www.w3.org/1998/Math/MathML" xmlns:tb="http://www.elsevier.com/xml/common/table/dtd" xmlns:sb="http://www.elsevier.com/xml/common/struct-bib/dtd" xmlns:ce="http://www.elsevier.com/xml/common/dtd" xmlns:xlink="http://www.w3.org/1999/xlink" xmlns:cals="http://www.elsevier.com/xml/common/cals/dtd"><mml:mrow><mml:mo stretchy="false">(</mml:mo><mml:msub><mml:mrow><mml:mtext>CH</mml:mtext></mml:mrow><mml:mrow><mml:mn>3</mml:mn></mml:mrow></mml:msub><mml:mtext>CN</mml:mtext><mml:msubsup><mml:mrow><mml:mo stretchy="false">)</mml:mo></mml:mrow><mml:mrow><mml:mi>n</mml:mi></mml:mrow><mml:mrow><mml:mo>-</mml:mo></mml:mrow></mml:msubsup></mml:mrow></mml:math>', 2010)	0	0	1	Renlifang. 2010. http://renlifang.msra.cn/.	Time-resolved dynamics in acetonitrile cluster anions <mml:math altimg="si1.gif" display="inline" overflow="scroll" xmlns:xocs="http://www.elsevier.com/xml/xocs/dtd" xmlns:xs="http://www.w3.org/2001/XMLSchema" xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xmlns="http://www.elsevier.com/xml/ja/dtd" xmlns:ja="http://www.elsevier.com/xml/ja/dtd" xmlns:mml="http://www.w3.org/1998/Math/MathML" xmlns:tb="http://www.elsevier.com/xml/common/table/dtd" xmlns:sb="http://www.elsevier.com/xml/common/struct-bib/dtd" xmlns:ce="http://www.elsevier.com/xml/common/dtd" xmlns:xlink="http://www.w3.org/1999/xlink" xmlns:cals="http://www.elsevier.com/xml/common/cals/dtd"><mml:mrow><mml:mo stretchy="false">(</mml:mo><mml:msub><mml:mrow><mml:mtext>CH</mml:mtext></mml:mrow><mml:mrow><mml:mn>3</mml:mn></mml:mrow></mml:msub><mml:mtext>CN</mml:mtext><mml:msubsup><mml:mrow><mml:mo stretchy="false">)</mml:mo></mml:mrow><mml:mrow><mml:mi>n</mml:mi></mml:mrow><mml:mrow><mml:mo>-</mml:mo></mml:mrow></mml:msubsup></mml:mrow></mml:math>	Ryan M. Young and Graham B. Griffin and Aster Kammrath and Oli T. Ehrler and Daniel M. Neumark	2010
('Learning alignments and leveraging natural logic', 2007)	0	0	1	Marie-Catherine de Marneffe, Trond Grenager, Bill MacCartney, Daniel Cer, Daniel Ramage, Chloe Kiddon, Christopher D. Manning, Robust Graph Alignment Methods for Textual Inference and Machine Reading	Learning alignments and leveraging natural logic	Nathanael Chambers and Christopher D. Manning and Daniel Cer and Trond Grenager and David Hall and Chloe Kiddon and Bill MacCartney and Marie-Catherine de Marneffe and Daniel Ramage and Eric Yeh	2007
('The third PASCAL recognizing textual entailment challenge', 2007)	0	0	1	Ido Dagan, Oren Glickman, and Bernardo Magnini. 2005. The PASCAL recognizing textual entailment challenge. In Proceedings of the PASCAL Challenges Workshop Recognizing Textual Entailment.	The third PASCAL recognizing textual entailment challenge	Danilo Giampiccolo and Bernardo Magnini and Ido Dagan and Bill Dolan	2007
('Logical Semantics as an Empirical Science', 1986)	0	0	1	Benthem, J. V. 1986. Essays in logical semantics. Dordrecht: Reidel.	Logical Semantics as an Empirical Science	Johan Van Benthem	1986
('WordNet: An electronic lexical database. Christiane Fellbaum (Ed.). Cambridge, MA: MIT Press, 1998. Pp. 423.', 2001)	0	0	1	C. Fellbaum. 1998. WordNet: An Electronic Lexical Database. MIT Press.	WordNet: An electronic lexical database. Christiane Fellbaum (Ed.). Cambridge, MA: MIT Press, 1998. Pp. 423.	Peter Oram	2001
('Denis Bouchard,The Semantics of Syntax. A Minimalist Approach to Grammar', 1999)	0	0	1	Sanchez-Valencia, V. 1991. Studies on Natural Logic andCategorial Grammar. University of Amsterdam dissertation.	Denis Bouchard,The Semantics of Syntax. A Minimalist Approach to Grammar	Víctor Sánchez-Valencia	1999
('Bar-Haim, R.; Dagan, I.; Dolan, B.; Ferro, L.; Giampiccolo,D.; Magnini, B.; and Szpektor, I. 2006. The secondPASCAL recognising textual entailment challenge. In Proceedingsof the Second PASCAL Challenges Workshop onRecognising Textual Entailment.', 'CITATION ONLY')	0	0	1	Bar-Haim, R.; Dagan, I.; Dolan, B.; Ferro, L.; Giampiccolo,D.; Magnini, B.; and Szpektor, I. 2006. The secondPASCAL recognising textual entailment challenge. In Proceedingsof the Second PASCAL Challenges Workshop onRecognising Textual Entailment.	The third PASCAL recognizing textual entailment challenge	Danilo Giampiccolo and Bernardo Magnini and Ido Dagan and Bill Dolan	2007
('Benthem, J. V. 1986. Essays in logical semantics. Dordrecht:Reidel.', 'CITATION ONLY')	0	0	1	Benthem, J. V. 1986. Essays in logical semantics. Dordrecht:Reidel.	Logical Semantics as an Empirical Science	Johan Van Benthem	1986
('Semantic and logical inference model for textual entailment', 2007)	0	0	1	de Salvo Braz, R.; Girju, R.; Punyakanok, V.; Roth, D.; and Sammons, M. 2005. An inference model for semantic entailment in natural language. In Proceedings of the First PASCAL Challenge Workshop on Recognizing Textual Entailment, 29â€“32.	Semantic and logical inference model for textual entailment	Dan Roth and Mark Sammons	2007
('Fellbaum, C. 1998. WordNet: an electronic lexicaldatabase. MIT Press.', 'CITATION ONLY')	0	0	1	Fellbaum, C. 1998. WordNet: an electronic lexicaldatabase. MIT Press.	WordNet: An electronic lexical database. Christiane Fellbaum (Ed.). Cambridge, MA: MIT Press, 1998. Pp. 423.	Peter Oram	2001
('Categorial grammar: between natural language and formal logic', 'None')	0	0	1	Sanchez-Valencia, V. 1991. Studies on Natural Logic and Categorial Grammar. University of Amsterdam dissertation.	Categorial grammar: between natural language and formal logic	Maciej Kandulski	None
('D.J. Watts et al., Nature (London) 393, 440 (1998).', 'CITATION ONLY')	0	0	0	D.J. Watts et al., Nature (London) 393, 440 (1998).	Collective dynamics of ‘small-world’ networks	Duncan J. Watts and Steven H. Strogatz	1998
('Genomic sequence of a Lyme disease spirochaete, Borrelia burgdorferi', 1997)	0	0	0	Fraser,C.M., Casjens,S., Huang,W.M., Sutton,G.G., Clayton,R., Lathigra,R.,White,O., Ketchum,K.A., Dodson,R., Hickey,E.K. et al. (1997) Nature , 390, 580â€“586.	Genomic sequence of a Lyme disease spirochaete, Borrelia burgdorferi	Claire M. Fraser and Sherwood Casjens and Wai Mun Huang and Granger G. Sutton and Rebecca Clayton and Raju Lathigra and Owen White and Karen A. Ketchum and Robert Dodson and Erin K. Hickey and Michelle Gwinn and Brian Dougherty and Jean-Francois Tomb and Robert D. Fleischmann and Delwood Richardson and Jeremy Peterson and Anthony R. Kerlavage and John Quackenbush and Steven Salzberg and Mark Hanson and Rene van Vugt and Nanette Palmer and Mark D. Adams and Jeannine Gocayne and Janice Weidman and Teresa Utterback and Larry Watthey and Lisa McDonald and Patricia Artiach and Cheryl Bowman and Stacey Garland and Claire Fujii and Matthew D. Cotton and Kurt Horst and Kevin Roberts and Bonnie Hatch and Hamilton O. Smith and J. Craig Venter	1997
('Comparative analysis of the genomes of the bacteria Mycoplasma pneumoniae and Mycoplasma genitalium', 1997)	0	0	0	Himmelreich,R., Plagens,H., Hilbert,H., Reiner,B. and Herrmann,R. (1997) Nucleic Acids Res. , 25, 701â€“712.	Comparative analysis of the genomes of the bacteria Mycoplasma pneumoniae and Mycoplasma genitalium	R. Himmelreich and H. Plagens and H. Hilbert and B. Reiner and R. Herrmann	1997
('The complete genome sequence of the hyperthermophilic, sulphate-reducing archaeon Archaeoglobus fulgidus', 1997)	0	0	0	Klenk,H.P., Clayton,R.A., Tomb,J.-F., White,O., Nelson,K.E., Ketchum,K.A., Dodson,R.J., Gwinn,M., Hickey,E.K., Peterson,J.D. et al. (1997) Nature , 390, 364â€“370.	The complete genome sequence of the hyperthermophilic, sulphate-reducing archaeon Archaeoglobus fulgidus	Hans-Peter Klenk and Rebecca A. Clayton and Jean-Francois Tomb and Owen White and Karen E. Nelson and Karen A. Ketchum and Robert J. Dodson and Michelle Gwinn and Erin K. Hickey and Jeremy D. Peterson and Delwood L. Richardson and Anthony R. Kerlavage and David E. Graham and Nikos C. Kyrpides and Robert D. Fleischmann and John Quackenbush and Norman H. Lee and Granger G. Sutton and Steven Gill and Ewen F. Kirkness and Brian A. Dougherty and Keith McKenney and Mark D. Adams and Brendan Loftus and Scott Peterson and Claudia I. Reich and Leslie K. McNeil and Jonathan H. Badger and Anna Glodek and Lixin Zhou and Ross Overbeek and Jeannine D. Gocayne and Janice F. Weidman and Lisa McDonald and Teresa Utterback and Matthew D. Cotton and Tracy Spriggs and Patricia Artiach and Brian P. Kaine and Sean M. Sykes and Paul W. Sadow and Kurt P. D'Andrea and Cheryl Bowman and Claire Fujii and Stacey A. Garland and Tanya M. Mason and Gary J. Olsen and Claire M. Fraser and Hamilton O. Smith and Carl R. Woese and J. Craig Venter	1997
('A Genomic Perspective on Protein Families', 1997)	0	0	0	Tatusov,R.L., Koonin,E.V. and Lipman,D.J. (1997) Science , 278, 631â€“637.	A Genomic Perspective on Protein Families	R. L. Tatusov	1997
('Complete genome sequence of Methanobacterium thermoautotrophicum deltaH: functional analysis and comparative genomics.', 1997)	0	0	0	Smith,D.R., Doucette-Stamm,L.A., Deloughery,C., Lee,H., Dubois,J., Aldredge,T., Bashirzadeh,R., Blakely,D., Cook,R., Gilbert,K. et al. (1997) J. Bacteriol ., 179, 7135â€“7155.	Complete genome sequence of Methanobacterium thermoautotrophicum deltaH: functional analysis and comparative genomics.	D R Smith and L A Doucette-Stamm and C Deloughery and H Lee and J Dubois and T Aldredge and R Bashirzadeh and D Blakely and R Cook and K Gilbert and D Harrison and L Hoang and P Keagle and W Lumm and B Pothier and D Qiu and R Spadafora and R Vicaire and Y Wang and J Wierzbowski and R Gibson and N Jiwani and A Caruso and D Bush and J N Reeve	1997
('None', 1999)	0	1	1	M Becker, E Kefalea, E MaÃ«l, C von der Malsburg, M Pagel, J Triesch, J.C VorbrÃ¼ggen, R.P WÃ¼rtz, S ZadelGripSee: a gesture-controlled robot for object perception and manipulationAutonomous Robots, 6 (2) (1999), pp. 203-221	None	Mark Becker and Efthimia Kefalea and Eric Maël and Christoph Von Der Malsburg and Mike Pagel and Jochen Triesch and Jan C. Vorbrüggen and Rolf P. Würtz and Stefan Zadel	1999
('Complete Genome Sequence of the Methanogenic Archaeon, Methanococcus jannaschii', 1996)	0	0	0	Bult,C.J., White,O., Olsen,G.J., Zhou,L., Fleischmann,R.D., Sutton,G., Blake,J.A., FitzGerald,L.M., Clayton,R.A., Gocayne,J.D. et al. (1996) Science , 273, 1058â€“1073.	Complete Genome Sequence of the Methanogenic Archaeon, Methanococcus jannaschii	C. J. Bult and O. White and G. J. Olsen and L. Zhou and R. D. Fleischmann and G. G. Sutton and J. A. Blake and L. M. FitzGerald and R. A. Clayton and J. D. Gocayne and A. R. Kerlavage and B. A. Dougherty and J.-F. Tomb and M. D. Adams and C. I. Reich and R. Overbeek and E. F. Kirkness and K. G. Weinstock and J. M. Merrick and A. Glodek and J. L. Scott and N. S. M. Geoghagen and J. F. Weidman and J. L. Fuhrmann and D. Nguyen and T. R. Utterback and J. M. Kelley and J. D. Peterson and P. W. Sadow and M. C. Hanna and M. D. Cotton and K. M. Roberts and M. A. Hurst and B. P. Kaine and M. Borodovsky and H.-P. Klenk and C. M. Fraser and H. O. Smith and C. R. Woese and J. C. Venter	1996
('Classifying molecular sequences using a linkage graph with their pairwise similarities', 1999)	0	0	0	Matsuda,H., Ishihara,T. and Hashimoto,A. (1999) Theor. Comput. Sci. , 210, 305â€“325.	Classifying molecular sequences using a linkage graph with their pairwise similarities	H. Matsuda and T. Ishihara and A. Hashimoto	1999
('Berman, H. M., Westbrook, J., Feng, Z., Gilliland, G., Bhat, T. N., Weissig, H., Shindyalov, I. N. & Bourne, P. E. (2000). Nucleic Acids Res. pp. 235-242.', 'CITATION ONLY')	0	0	0	Berman, H. M., Westbrook, J., Feng, Z., Gilliland, G., Bhat, T. N., Weissig, H., Shindyalov, I. N. & Bourne, P. E. (2000). Nucleic Acids Res. pp. 235-242.	None	Helen M. Berman and T. N. Bhat and Philip E. Bourne and Zukang Feng and Gary Gilliland and Helge Weissig and John Westbrook	2000
('Xu,Y., Murray,B.E. and Weinstock,G.M. (1998) Infect. Immun. , 66, 4313â€“4323.', 'CITATION ONLY')	0	0	0	Xu,Y., Murray,B.E. and Weinstock,G.M. (1998) Infect. Immun. , 66, 4313â€“4323.	None	Xiang Qin and Fang Teng and Yi Xu and Kavindra V. Singh and George M. Weinstock and Barbara E. Murray	1998
('The complete genome sequence of the gastric pathogen Helicobacter pylori', 1997)	0	0	0	Tomb,J.-F., White,O., Kerlavage,A.R., Clayton,R.A., Sutton,G.G., Fleischmann,R.D., Ketchum,K.A., Klenk,H.P., Gill,S. and Dougherty,B.A. et al. (1997) Nature , 388, 539â€“547.	The complete genome sequence of the gastric pathogen Helicobacter pylori	Jean-F. Tomb and Owen White and Anthony R. Kerlavage and Rebecca A. Clayton and Granger G. Sutton and Robert D. Fleischmann and Karen A. Ketchum and Hans Peter Klenk and Steven Gill and Brian A. Dougherty and Karen Nelson and John Quackenbush and Lixin Zhou and Ewen F. Kirkness and Scott Peterson and Brendan Loftus and Delwood Richardson and Robert Dodson and Hanif G. Khalak and Anna Glodek and Keith McKenney and Lisa M. Fitzegerald and Norman Lee and Mark D. Adams and Erin K. Hickey and Douglas E. Berg and Jeanine D. Gocayne and Teresa R. Utterback and Jeremy D. Peterson and Jenny M. Kelley and Matthew D. Cotton and Janice M. Weidman and Claire Fujii and Cheryl Bowman and Larry Watthey and Erik Wallin and William S. Hayes and Mark Borodovsky and Peter D. Karp and Hamilton O. Smith and Claire M. Fraser and J. Craig Venter	1997
