hash	citation	verified	checked	new_hash	author	title	year	URL	DOI
('Assembly of chromosome-scale contigs by efficiently resolving repetitive sequences with long reads', 2018)	Li, H. Aligning sequence reads, clone sequences and assembly contigs with BWA-MEM. Preprint at https://arxiv.org/abs/1303.3997 (2013).	0	0		Huilong Du and Chengzhi Liang	Assembly of chromosome-scale contigs by efficiently resolving repetitive sequences with long reads	2018	http://dx.doi.org/10.1101/345983	10.1101/345983
('An integrated map of genetic variation from 1,092 human genomes', 2012)	Sudmant, P. H. et al. An integrated map of structural variation in 2,504 human genomes. Nature 526, 75â€“81 (2015).	0	0		None	An integrated map of genetic variation from 1,092 human genomes	2012	http://dx.doi.org/10.1038/nature11632	10.1038/nature11632
('1000 Genomes Project Consortium. A global reference for human genetic variation. Nature 526, 68â€“74 (2015).', 'CITATION ONLY')	1000 Genomes Project Consortium. A global reference for human genetic variation. Nature 526, 68â€“74 (2015).	0	0		None	An integrated map of genetic variation from 1,092 human genomes	2012	http://dx.doi.org/10.1038/nature11632	10.1038/nature11632
('The African Genome Variation Project', 2014)	Genome of the Netherlands Consortium. Whole-genome sequence variation, population structure and demographic history of the Dutch population. Nat. Genet. 46, 818â€“825 (2014).	0	0		Bryony Jones	The African Genome Variation Project	2014	http://dx.doi.org/10.1038/nrg3886	10.1038/nrg3886
('A high-quality reference panel reveals the complexity and distribution of structural genome changes in a human population', 2016)	Hehir-Kwa, J. Y. et al. A high-quality human reference panel reveals the complexity and distribution of genomic structural variants. Nat. Commun. 7, 12989 (2016).	0	0		None	A high-quality reference panel reveals the complexity and distribution of structural genome changes in a human population	2016	http://dx.doi.org/10.1101/036897	10.1101/036897
('MOSAIK: A Hash-Based Algorithm for Accurate Next-Generation Sequencing Short-Read Mapping', 2014)	Garrison, E. & Marth, G. Haplotype-based variant detection from short-read sequencing. Preprint at https://arxiv.org/abs/1207.3907 (2012).	0	0		Wan-Ping Lee and Michael P. Stromberg and Alistair Ward and Chip Stewart and Erik P. Garrison and Gabor T. Marth	MOSAIK: A Hash-Based Algorithm for Accurate Next-Generation Sequencing Short-Read Mapping	2014	http://dx.doi.org/10.1371/journal.pone.0090581	10.1371/journal.pone.0090581
('SirÃ©n, J. Indexing variation graphs. Preprint at https://arxiv.org/abs/1604.06605 (2016).', 'CITATION ONLY')	SirÃ©n, J. Indexing variation graphs. Preprint at https://arxiv.org/abs/1604.06605 (2016).	0	0		None	Preprint repository arXiv achieves milestone million uploads	2014	http://dx.doi.org/10.1063/pt.5.028530	10.1063/pt.5.028530
('Faculty of 1000 evaluation for Extensive sequencing of seven human genomes to characterize benchmark reference materials.', 2017)	Zook, J. M. et al. Extensive sequencing of seven human genomes to characterize benchmark reference materials. Sci. Data 3, 1â€“26 (2016).	0	0		Stefano Lonardi	Faculty of 1000 evaluation for Extensive sequencing of seven human genomes to characterize benchmark reference materials.	2017	http://dx.doi.org/10.3410/f.726412527.793536367	10.3410/f.726412527.793536367
('HGA: de novo genome assembly method for bacterial genomes using high coverage short sequencing reads', 2016)	Maretty, L. et al. Sequencing and de novo assembly of 150 genomes from Denmark as a population reference. Nature 548, 87â€“91 (2017).	0	0		Anas A. Al-okaily	HGA: de novo genome assembly method for bacterial genomes using high coverage short sequencing reads	2016	http://dx.doi.org/10.1186/s12864-016-2515-7	10.1186/s12864-016-2515-7
('Erratum to: The Oxford Nanopore MinION: delivery of nanopore sequencing to the genomics community', 2016)	Jain, M., Olsen, H. E., Paten, B. & Akeson, M. The Oxford Nanopore MinION: delivery of nanopore sequencing to the genomics community. Genome Biol. 17, 239 (2016).	0	0		Miten Jain and Hugh E. Olsen and Benedict Paten and Mark Akeson	Erratum to: The Oxford Nanopore MinION: delivery of nanopore sequencing to the genomics community	2016	http://dx.doi.org/10.1186/s13059-016-1122-x	10.1186/s13059-016-1122-x
('Nguyen Quang Huy', 2011)	Khanh Do Ba, Huy L. Nguyen, Huy N. Nguyen, and Ronitt Rubinfeld. 2011.	0	0		None	Nguyen Quang Huy	2011	http://dx.doi.org/10.1093/benz/9780199773787.article.b00130051	10.1093/benz/9780199773787.article.b00130051
('Sublinear Time Algorithms for Earth Mover’s Distance', 2010)	Sublinear Time Algorithms for Earth Moverâ€™s Distance. Theory Comput. Syst. 48, 2 (2011), 428â€“442. 010- 9265- 8  [doi>10.1007/s00224-010-9265-8]	0	0		Khanh Do Ba and Huy L. Nguyen and Huy N. Nguyen and Ronitt Rubinfeld	Sublinear Time Algorithms for Earth Mover’s Distance	2010	http://dx.doi.org/10.1007/s00224-010-9265-8	10.1007/s00224-010-9265-8
('Analysis of Inhomogeneous Static Magnetic Field-Induced Antinociceptive Activity in Mice', 2010)	LÃ¡szlÃ³ Babai. 2016.	0	0		JÃ¡nos F. LÃ¡szlÃ³ and KlÃ¡ra Gyires	Analysis of Inhomogeneous Static Magnetic Field-Induced Antinociceptive Activity in Mice	2010	http://dx.doi.org/10.2529/piers091005062944	10.2529/piers091005062944
('Graph isomorphism in quasipolynomial time [extended abstract]. In Proceedings of the 48th Annual ACM SIGACT Symposium on Theory of Computing, STOC 2016, Cambridge, MA, USA, June 18-21, 2016. 684â€“697.  [doi>10.1145/2897518.2897542]', 'CITATION ONLY')	Graph isomorphism in quasipolynomial time [extended abstract]. In Proceedings of the 48th Annual ACM SIGACT Symposium on Theory of Computing, STOC 2016, Cambridge, MA, USA, June 18-21, 2016. 684â€“697.  [doi>10.1145/2897518.2897542]	0	0		László Babai	Graph isomorphism in quasipolynomial time [extended abstract]	2016	http://dx.doi.org/10.1145/2897518.2897542	10.1145/2897518.2897542
('LÃ¡szlÃ³ Babai, William M. Kantor, and Eugene M. Luks. 1983.', 'CITATION ONLY')	LÃ¡szlÃ³ Babai, William M. Kantor, and Eugene M. Luks. 1983.	0	0		L. Babai and W. M. Kantor and E. M. Luks	Computational complexity and the classification of finite simple groups	1983	http://dx.doi.org/10.1109/sfcs.1983.10	10.1109/sfcs.1983.10
('Computational Complexity and the Classification of Finite Simple Groups. In 24th Annual Symposium on Foundations of Computer Science, Tucson, Arizona, USA, 7-9 November 1983. 162â€“171.  [doi>10.1109/SFCS.1983.10]', 'CITATION ONLY')	Computational Complexity and the Classification of Finite Simple Groups. In 24th Annual Symposium on Foundations of Computer Science, Tucson, Arizona, USA, 7-9 November 1983. 162â€“171.  [doi>10.1109/SFCS.1983.10]	0	0		L. Babai and W. M. Kantor and E. M. Luks	Computational complexity and the classification of finite simple groups	1983	http://dx.doi.org/10.1109/sfcs.1983.10	10.1109/sfcs.1983.10
('On the Degree Sequences of Random Outerplanar and Series-Parallel Graphs', None)	Jasine Babu, Areej Khoury, and Ilan Newman. 2016. Every Property of Outerplanar Graphs is Testable. In Approximation, Randomization, and Combinatorial Optimization. Algorithms and Techniques, APPROX/RANDOM 2016, September 7-9, 2016, Paris, France. 21:1â€“21:19. 2016.21  [doi>10.4230/LIPIcs.APPROXRANDOM.2016.21]	0	0		Nicla Bernasconi and Konstantinos Panagiotou and Angelika Steger	On the Degree Sequences of Random Outerplanar and Series-Parallel Graphs	None	http://dx.doi.org/10.1007/978-3-540-85363-3_25	10.1007/978-3-540-85363-3_25
('10th anniversary ECCC-the electronic colloquium on computational complexity', 2004)	Oded Goldreich and Dana Ron. 2000. On Testing Expansion in Bounded-Degree Graphs. Electronic Colloquium on Computational Complexity (ECCC) 7, 20 (2000). http://eccc.hpiweb.de/ecccreports/2000/TR00- 020/index.html	0	0		None	10th anniversary ECCC-the electronic colloquium on computational complexity	2004	http://dx.doi.org/10.1109/ccc.2004.1313758	10.1109/ccc.2004.1313758
('Testing Graph Isomorphism', 2008)	Testing Graph Isomorphism. SIAM J. Comput. 38, 1 (2008), 207â€“225.  [doi>10.1137/070680795]	0	0		Eldar Fischer and Arie Matsliah	Testing Graph Isomorphism	2008	http://dx.doi.org/10.1137/070680795	10.1137/070680795
('Eldar Fischer and Arie Matsliah. 2008.', 'CITATION ONLY')	Eldar Fischer and Arie Matsliah. 2008.	0	0		Eldar Fischer and Arie Matsliah	Testing Graph Isomorphism	2008	http://dx.doi.org/10.1137/070680795	10.1137/070680795
('ClÃ©ment L. Canonne. 2015. A Survey on Distribution Testing: Your Data is Big. But is it Blue? Electronic Colloquium on Computational Complexity (ECCC) 22 (2015), 63. http://eccc.hpiweb.de/report/2015/063', 'CITATION ONLY')	ClÃ©ment L. Canonne. 2015. A Survey on Distribution Testing: Your Data is Big. But is it Blue? Electronic Colloquium on Computational Complexity (ECCC) 22 (2015), 63. http://eccc.hpiweb.de/report/2015/063	0	0		None	10th anniversary ECCC-the electronic colloquium on computational complexity	2004	http://dx.doi.org/10.1109/ccc.2004.1313758	10.1109/ccc.2004.1313758
('Takahashi, Yuichi', 2011)	Mitsuru Kusumoto and Yuichi Yoshida. 2014.	0	0		None	Takahashi, Yuichi	2011	http://dx.doi.org/10.1093/benz/9780199773787.article.b00179185	10.1093/benz/9780199773787.article.b00179185
('Testing Forest-Isomorphism in the Adjacency List Model', 2014)	Testing Forest-Isomorphism in the Adjacency List Model. In Automata, Languages, and Programming - 41st International Colloquium, ICALP 2014, Copenhagen, Denmark, July 8-11, 2014, Proceedings, Part I. 763â€“774. 3- 662- 43948- 7_63  [doi>10.1007/978-3-662-43948-7_63]	0	0		Mitsuru Kusumoto and Yuichi Yoshida	Testing Forest-Isomorphism in the Adjacency List Model	2014	http://dx.doi.org/10.1007/978-3-662-43948-7_63	10.1007/978-3-662-43948-7_63
('Cover Picture: Ribosomal Synthesis of Backbone-Macrocyclic Peptides Containing \u03b3-Amino Acids (ChemBioChem 8/2011)', 2011)	120890946  [doi>10.1137/120890946]	0	0		Yukinori Ohshiro and Eiji Nakajima and Yuki Goto and Shinichiro Fuse and Takashi Takahashi and Takayuki Doi and Hiroaki Suga	Cover Picture: Ribosomal Synthesis of Backbone-Macrocyclic Peptides Containing \u03b3-Amino Acids (ChemBioChem 8/2011)	2011	http://dx.doi.org/10.1002/cbic.201190031	10.1002/cbic.201190031
('OUP accepted manuscript', 2017)	Krzysztof Onak and Xiaorui Sun. 2017. Probability-Revealing Samples. Manuscript (2017).	0	0		None	OUP accepted manuscript	2017	http://dx.doi.org/10.1093/lpr/mgx007	10.1093/lpr/mgx007
('The Power of Linear Estimators', 2011)	Paul Valiant. 2011.	0	0		Gregory Valiant and Paul Valiant	The Power of Linear Estimators	2011	http://dx.doi.org/10.1109/focs.2011.81	10.1109/focs.2011.81
('Testing Symmetric Properties of Distributions', 2011)	Testing Symmetric Properties of Distributions. SIAM J. Comput. 40, 6 (2011), 1927â€“1968.	0	0		Paul Valiant	Testing Symmetric Properties of Distributions	2011	http://dx.doi.org/10.1137/080734066	10.1137/080734066
('Olaf Sporns: Networks of the Brain', 2012)	O. Sporns, Networks Of the Brain. MIT press, 2011.	0	0		Matteo Colombo	Olaf Sporns: Networks of the Brain	2012	http://dx.doi.org/10.1007/s11023-012-9294-y	10.1007/s11023-012-9294-y
('Social network changes and life events across the life span: A meta-analysis.', 2013)	C. Wrzus, M. Hanel, J. Wagner, and F. J. Neyer, â€œSocial network changes and life events Â¨ across the life span: a meta-analysis.,â€\x9d Psychol. Bull., vol. 139, p. 53, Jan. 2013.	0	0		Cornelia Wrzus and Martha Hänel and Jenny Wagner and Franz J. Neyer	Social network changes and life events across the life span: A meta-analysis.	2013	http://dx.doi.org/10.1037/a0028601	10.1037/a0028601
("Alzheimer's disease pattern of brain atrophy predicts cognitive decline in Parkinson's disease", 2011)	D. Weintraub, N. Dietz, J. E. Duda, D. A. Wolk, J. Doshi, S. X. Xie, C. Davatzikos, C. M. Clark, and A. Siderowf, â€œAlzheimerâ€™s disease pattern of brain atrophy predicts cognitive decline in parkinsonâ€™s disease,â€\x9d Brain, vol. 135, pp. 170â€“180, Nov. 2011.	0	0		D. Weintraub and N. Dietz and J. E. Duda and D. A. Wolk and J. Doshi and S. X. Xie and C. Davatzikos and C. M. Clark and A. Siderowf	Alzheimer's disease pattern of brain atrophy predicts cognitive decline in Parkinson's disease	2011	http://dx.doi.org/10.1093/brain/awr277	10.1093/brain/awr277
("Disrupted Small-World Brain Networks in Moderate Alzheimer's Disease: A Resting-State fMRI Study", 2012)	X. Zhao, Y. Liu, X. Wang, B. Liu, Q. Xi, Q. Guo, H. Jiang, T. Jiang, and P. Wang, â€œDisrupted small-world brain networks in moderate alzheimerâ€™s disease: a resting-state fmri study,â€\x9d PloS one, vol. 7, p. e33540, Mar. 2012.	0	0		Xiaohu Zhao and Yong Liu and Xiangbin Wang and Bing Liu and Qian Xi and Qihao Guo and Hong Jiang and Tianzi Jiang and Peijun Wang	Disrupted Small-World Brain Networks in Moderate Alzheimer's Disease: A Resting-State fMRI Study	2012	http://dx.doi.org/10.1371/journal.pone.0033540	10.1371/journal.pone.0033540
('Distinct perfusion patterns in Alzheimer’s disease, frontotemporal dementia and dementia with Lewy bodies', 2014)	M. A. Binnewijzend, J. P. Kuijer, W. M. van der Flier, M. R. Benedictus, C. M. Moller, Y. A. Â¨ Pijnenburg, A. W. Lemstra, N. D. Prins, M. P. Wattjes, B. N. van Berckel, et al., â€œDistinct perfusion patterns in alzheimerâ€™s disease, frontotemporal dementia and dementia with lewy bodies,â€\x9d Eur. Radiol., vol. 24, pp. 2326â€“2333, Sep. 2014.	0	0		Maja A. A. Binnewijzend and Joost P. A. Kuijer and Wiesje M. van der Flier and Marije R. Benedictus and Christiane M. Möller and Yolande A. L. Pijnenburg and Afina W. Lemstra and Niels D. Prins and Mike P. Wattjes and Bart N. M. van Berckel and Philip Scheltens and Frederik Barkhof	Distinct perfusion patterns in Alzheimer’s disease, frontotemporal dementia and dementia with Lewy bodies	2014	http://dx.doi.org/10.1007/s00330-014-3172-3	10.1007/s00330-014-3172-3
('Using Markov chains for identification of writers', 2001)	D. Khmelev and F. Tweedie, â€œUsing Markov Chains for Identification of Writer,â€\x9d Lit. Ling. Comput., vol. 16, Sep. 2001.	0	0		D. Khmelev	Using Markov chains for identification of writers	2001	http://dx.doi.org/10.1093/llc/16.3.299	10.1093/llc/16.3.299
('T. Milenkovic and N. Pr Â´ zulj, â€œUncovering biological network function via graphlet degree Ë‡ signatures.,â€\\x9d Cancer Inform., vol. 6, p. 257, Jan. 2008.', 'CITATION ONLY')	T. Milenkovic and N. Pr Â´ zulj, â€œUncovering biological network function via graphlet degree Ë‡ signatures.,â€\x9d Cancer Inform., vol. 6, p. 257, Jan. 2008.	0	0		Tijana Milenkovi\u0107 and Nataša Pržulj	Uncovering Biological Network Function via Graphlet Degree Signatures	2008	http://dx.doi.org/10.4137/cin.s680	10.4137/cin.s680
('N. Shervashidze, S. Vishwanathan, T. H. Petri, K. Mehlhorn, and K. M. Borgwardt, â€œEfficient graphlet kernels for large graph comparison,â€\\x9d in Int. Conf. Artif. Intell. Stat., vol. 5, pp. 488â€“ 495, Apr. 2009.', 'CITATION ONLY')	N. Shervashidze, S. Vishwanathan, T. H. Petri, K. Mehlhorn, and K. M. Borgwardt, â€œEfficient graphlet kernels for large graph comparison,â€\x9d in Int. Conf. Artif. Intell. Stat., vol. 5, pp. 488â€“ 495, Apr. 2009.	0	0		Risi Kondor and Nino Shervashidze and Karsten M. Borgwardt	The graphlet spectrum	2009	http://dx.doi.org/10.1145/1553374.1553443	10.1145/1553374.1553443
('Students Union Housing, University of Alberta, Edmonton, Alberta, Canada', 1974)	S. Fortin, The Graph Isomorphism Problem. PhD thesis, The University of Alberta, Edmonton, Alberta, Canada, 1996.	0	0		None	Students Union Housing, University of Alberta, Edmonton, Alberta, Canada	1974	http://dx.doi.org/10.2307/4090852	10.2307/4090852
('A framework for clustering uncertain data', 2015)	E. Schubert, A. Koos, T. Emrich, A. Zufle, K. A. Schmid, and A. Zimek, â€œA framework for Â¨ clustering uncertain data,â€\x9d Proc. VLDB Endowment, vol. 8, pp. 1976â€“1979, Aug. 2015.	0	0		Erich Schubert and Alexander Koos and Tobias Emrich and Andreas Züfle and Klaus Arthur Schmid and Arthur Zimek	A framework for clustering uncertain data	2015	http://dx.doi.org/10.14778/2824032.2824115	10.14778/2824032.2824115
('Clustering of interval data based on city–block distances', 2004)	R. M. de Souza and F. d. A. De Carvalho, â€œClustering of interval data based on cityâ€“block distances,â€\x9d Elsevier Pattern Recognit. Lett., vol. 25, pp. 353â€“365, Feb. 2004.	0	0		Renata M.C.R. de Souza and Francisco de A.T. de Carvalho	Clustering of interval data based on city–block distances	2004	http://dx.doi.org/10.1016/j.patrec.2003.10.016	10.1016/j.patrec.2003.10.016
('Hierarchical clustering methods and algorithms for asymmetric networks', 2013)	G. Carlsson and F. Memoli, â€œCharacterization, stability and convergence of hierarchical clus- Â´ tering methods,â€\x9d J. Mach. Learn. Res, vol. 11, pp. 1425â€“1470, Apr. 2010.	0	0		Gunnar Carlsson and Facundo Memoli and Alejandro Ribeiro and Santiago Segarra	Hierarchical clustering methods and algorithms for asymmetric networks	2013	http://dx.doi.org/10.1109/acssc.2013.6810606	10.1109/acssc.2013.6810606
('Efficient Computation of Isometry\u2010Invariant Distances Between Surfaces', 2006)	A. M. Bronstein, M. M. Bronstein, and R. Kimmel, â€œEfficient computation of isometryinvariant distances between surfaces,â€\x9d SIAM J. Sci. Comput., vol. 28, pp. 1812â€“1836, Oct. 2006.	0	0		Alexander M. Bronstein and Michael M. Bronstein and Ron Kimmel	Efficient Computation of Isometry\u2010Invariant Distances Between Surfaces	2006	http://dx.doi.org/10.1137/050639296	10.1137/050639296
('J.-F. Cai, E. J. Candes, and Z. Shen, â€œA singular value thresholding algorithm for matrix ` completion,â€\\x9d SIAM J. Optim, vol. 20, pp. 1956â€“1982, Mar. 2010.', 'CITATION ONLY')	J.-F. Cai, E. J. Candes, and Z. Shen, â€œA singular value thresholding algorithm for matrix ` completion,â€\x9d SIAM J. Optim, vol. 20, pp. 1956â€“1982, Mar. 2010.	0	0		Jian-Feng Cai and Emmanuel J. Candès and Zuowei Shen	A Singular Value Thresholding Algorithm for Matrix Completion	2010	http://dx.doi.org/10.1137/080738970	10.1137/080738970
('Discrete Signal Processing on Graphs: Sampling Theory', 2015)	S. Chen, R. Varma, A. Sandryhaila, and J. Kovacevi Ë‡ c, â€œDiscrete signal processing on graphs: Â´ Sampling theory,â€\x9d IEEE Trans. Signal Process., vol. 63, pp. 6510â€“6523, Dec. 2015.	0	0		Siheng Chen and Rohan Varma and Aliaksei Sandryhaila and Jelena Kovacevic	Discrete Signal Processing on Graphs: Sampling Theory	2015	http://dx.doi.org/10.1109/tsp.2015.2469645	10.1109/tsp.2015.2469645
('Sampling and reconstruction of sparse signals on circulant graphs – an introduction to graph-FRI', 2017)	M. S. Kotzagiannidis and P. L. Dragotti, â€œSampling and reconstruction of sparse signals on circulant graphs-an introduction to graph-FRI,â€\x9d arXiv preprint arXiv:1606.08085, 2016.	0	0		M.S. Kotzagiannidis and P.L. Dragotti	Sampling and reconstruction of sparse signals on circulant graphs – an introduction to graph-FRI	2017	http://dx.doi.org/10.1016/j.acha.2017.10.003	10.1016/j.acha.2017.10.003
('S. Chen, Y. Yang, J. Moura, J. Kovacevi Ë‡ c,Â´ et al., â€œSignal localization, decomposition and dictionary learning on graphs,â€\\x9d arXiv preprint arXiv:1607.01100, 2016.', 'CITATION ONLY')	S. Chen, Y. Yang, J. Moura, J. Kovacevi Ë‡ c,Â´ et al., â€œSignal localization, decomposition and dictionary learning on graphs,â€\x9d arXiv preprint arXiv:1607.01100, 2016.	0	0		None	Preprint repository arXiv achieves milestone million uploads	2014	http://dx.doi.org/10.1063/pt.5.028530	10.1063/pt.5.028530
('J. Pang and G. Cheung, â€œGraph laplacian regularization for inverse imaging: Analysis in the continuous domain,â€\\x9d arXiv preprint arXiv:1604.07948, Apr. 2016.', 'CITATION ONLY')	J. Pang and G. Cheung, â€œGraph laplacian regularization for inverse imaging: Analysis in the continuous domain,â€\x9d arXiv preprint arXiv:1604.07948, Apr. 2016.	0	0		None	Preprint repository arXiv achieves milestone million uploads	2014	http://dx.doi.org/10.1063/pt.5.028530	10.1063/pt.5.028530
('Buildup of speaking skills in an online learning community: a network-analytic exploration', 2018)	R. Shafipour, R. A. Baten, M. K. Hasan, G. Ghoshal, G. Mateos, et al., â€œClosing the knowledge gap in an online learning community: Network-analytic discoveries, simulation and prediction,â€\x9d arXiv preprint arXiv:1707.01886, 2017.	0	0		Rasoul Shafipour and Raiyan Abdul Baten and Md Kamrul Hasan and Gourab Ghoshal and Gonzalo Mateos and Mohammed Ehsan Hoque	Buildup of speaking skills in an online learning community: a network-analytic exploration	2018	http://dx.doi.org/10.1057/s41599-018-0116-6	10.1057/s41599-018-0116-6
('Robust Principal Component Analysis on Graphs', 2015)	V. Kalofolias, X. Bresson, M. Bronstein, and P. Vandergheynst, â€œMatrix completion on graphs,â€\x9d NIPS Workshop, Dec. 2014.	0	0		Nauman Shahid and Vassilis Kalofolias and Xavier Bresson and Michael Bronstein and Pierre Vandergheynst	Robust Principal Component Analysis on Graphs	2015	http://dx.doi.org/10.1109/iccv.2015.322	10.1109/iccv.2015.322
('Global asymptotic stability for matrix-valued recurrent neural networks with time delays', 2017)	F. Monti, M. Bronstein, and X. Bresson, â€œGeometric matrix completion with recurrent multigraph neural networks,â€\x9d in Adv. Neural Inf. Process. Syst., pp. 3700â€“3710, Dec. 2017.	0	0		Calin-Adrian Popa	Global asymptotic stability for matrix-valued recurrent neural networks with time delays	2017	http://dx.doi.org/10.1109/ijcnn.2017.7966423	10.1109/ijcnn.2017.7966423
('Interaction of radiation with matter', 1978)	M. Newman, Networks: An Introduction. New York, NY, USA: Oxford Univ. Press, 2010.	0	0		None	Interaction of radiation with matter	1978	http://dx.doi.org/10.2172/6314334	10.2172/6314334
('Machine Learning with Brain Graphs: Predictive Modeling Approaches for Functional Imaging in Systems Neuroscience', 2013)	J. Richiardi, S. Achard, H. Bunke, and D. Van De Ville, â€œMachine learning with brain graphs,â€\x9d IEEE Signal Process. Mag., vol. 30, pp. 58â€“70, May 2013.	0	0		Jonas Richiardi and Sophie Achard and Horst Bunke and Dimitri Van De Ville	Machine Learning with Brain Graphs: Predictive Modeling Approaches for Functional Imaging in Systems Neuroscience	2013	http://dx.doi.org/10.1109/msp.2012.2233865	10.1109/msp.2012.2233865
('Time-Resolved Resting-State Functional Magnetic Resonance Imaging Analysis: Current Status, Challenges, and New Directions', 2017)	S. D. Keilholz, C. Caballero-Gaudes, P. Bandettini, G. Deco, and V. D. Calhoun, â€œTimeresolved resting state fMRI analysis: current status, challenges, and new directions,â€\x9d Brain Connect., vol. 7, pp. 465â€“481, Oct. 2017.	0	0		Shella Keilholz and Cesar Caballero-Gaudes and Peter Bandettini and Gustavo Deco and Vince Calhoun	Time-Resolved Resting-State Functional Magnetic Resonance Imaging Analysis: Current Status, Challenges, and New Directions	2017	http://dx.doi.org/10.1089/brain.2017.0543	10.1089/brain.2017.0543
('Application of Dimensionality Reduction in Recommender System - A Case Study', 2000)	B. M. Sarwar, G. Karypis, J. Konstan, and J. Riedl, â€œRecommender systems for large-scale e-commerce: Scalable neighborhood formation using clustering,â€\x9d in Int. Conf. Comput. Inf. Technol., vol. 1, Dec. 2002.	0	0		Badrul Sarwar and George Karypis and Joseph Konstan and John Riedl	Application of Dimensionality Reduction in Recommender System - A Case Study	2000	http://dx.doi.org/10.21236/ada439541	10.21236/ada439541
('J. Ma, W. Huang, S. Segarra, and A. Ribeiro, â€œDiffusion filtering for graph signals and its use in recommendation systems,â€\\x9d in Proc. Int. Conf. Acoustics Speech Signal Process, (Shanghai, China), pp. 4563 â€“ 4567, 2016.', 'CITATION ONLY')	J. Ma, W. Huang, S. Segarra, and A. Ribeiro, â€œDiffusion filtering for graph signals and its use in recommendation systems,â€\x9d in Proc. Int. Conf. Acoustics Speech Signal Process, (Shanghai, China), pp. 4563 â€“ 4567, 2016.	0	0		Jeremy Ma and Weiyu Huang and Santiago Segarra and Alejandro Ribeiro	Diffusion filtering of graph signals and its use in recommendation systems	2016	http://dx.doi.org/10.1109/icassp.2016.7472541	10.1109/icassp.2016.7472541
('W. Huang, R. Ghrist, and A. Ribeiro, â€œFrequency representation of networks using persistent homology,â€\\x9d IEEE Trans. Signal Process., p. (submitted), Apr. 2018.', 'CITATION ONLY')	W. Huang, R. Ghrist, and A. Ribeiro, â€œFrequency representation of networks using persistent homology,â€\x9d IEEE Trans. Signal Process., p. (submitted), Apr. 2018.	0	0		Weiyu Huang and Alejandro Ribeiro	Persistent Homology Lower Bounds on High-Order Network Distances	2017	http://dx.doi.org/10.1109/tsp.2016.2620963	10.1109/tsp.2016.2620963
('W. Huang, A. G. Marques, and A. Ribeiro, â€œRating prediction via graph signal processing,â€\\x9d IEEE Trans. Signal Process., p. (revised), Apr. 2018.', 'CITATION ONLY')	W. Huang, A. G. Marques, and A. Ribeiro, â€œRating prediction via graph signal processing,â€\x9d IEEE Trans. Signal Process., p. (revised), Apr. 2018.	0	0		Weiyu Huang and Antonio G. Marques and Alejandro Ribeiro	Collaborative filtering via graph signal processing	2017	http://dx.doi.org/10.23919/eusipco.2017.8081498	10.23919/eusipco.2017.8081498
('W. Huang, A. G. Marques, and A. Ribeiro, â€œMatrix completion via graph signal processing,â€\\x9d in Proc. Int. Conf. Acoustics Speech Signal Process., p. (accepted), Apr. 2018.', 'CITATION ONLY')	W. Huang, A. G. Marques, and A. Ribeiro, â€œMatrix completion via graph signal processing,â€\x9d in Proc. Int. Conf. Acoustics Speech Signal Process., p. (accepted), Apr. 2018.	0	0		Weiyu Huang and Antonio G. Marques and Alejandro Ribeiro	Collaborative filtering via graph signal processing	2017	http://dx.doi.org/10.23919/eusipco.2017.8081498	10.23919/eusipco.2017.8081498
('W. Huang, T. A. W. Bolton, J. D. Medaglia, D. S. Bassett, A. Ribeiro, and D. Van De Ville, â€œGraph signal processing of human brain imaging data,â€\\x9d in Proc. Int. Conf. Acoustics Speech Signal Process., p. (accepted), Apr. 2018.', 'CITATION ONLY')	W. Huang, T. A. W. Bolton, J. D. Medaglia, D. S. Bassett, A. Ribeiro, and D. Van De Ville, â€œGraph signal processing of human brain imaging data,â€\x9d in Proc. Int. Conf. Acoustics Speech Signal Process., p. (accepted), Apr. 2018.	0	0		Weiyu Huang and Thomas A. W. Bolton and John D. Medaglia and Danielle S. Bassett and Alejandro Ribeiro and Dimitri Van De Ville	A Graph Signal Processing Perspective on Functional Brain Imaging	2018	http://dx.doi.org/10.1109/jproc.2018.2798928	10.1109/jproc.2018.2798928
('Foreword', 1973)	C. Berge, Graphs And Hypergraphs. North-Holland Publishing Company, 1976.	0	0		C. Berge	Foreword	1973	http://dx.doi.org/10.1016/s0924-6509(09)70330-7	10.1016/s0924-6509(09)70330-7
('Hypergraph Colorings', 2013)	A. Bretto, Hypergraph Theory: An Introduction. Springer, 2013.	0	0		Alain Bretto	Hypergraph Colorings	2013	http://dx.doi.org/10.1007/978-3-319-00080-0_3	10.1007/978-3-319-00080-0_3
('Questions and Answers Regarding Actions to Take When Ending Shelter-in-Place', 2003)	â€œEngineering Village: the place to find answers to engineering questions.â€\x9d	0	0		B. Shumpert	Questions and Answers Regarding Actions to Take When Ending Shelter-in-Place	2003	http://dx.doi.org/10.2172/885892	10.2172/885892
