citation	hash	is_parent	auto_verified	verified	year	title	author	URL	file_loc	reference_count	is_referenced_by_count
Cecconi, A. (2003). Integration of Cartographic Generalization and Multi-Scale Databases for Enhanced Web Mapping, dissertation, University Zurich, 2003	('Mapping Directory Profiles', 2003.0)	False	0.0	1.0	2003.0	Mapping Directory Profiles	None	http://dx.doi.org/10.1179/caj.2003.40.2.157	./bibliographies\database131.txt	0.0	0.0
Lupien, A. E. & Moreland, W.H. (1987). A general approach to map compilation, AUTOCARTO 8, ACSMASPRS, Falls Church, Va., pp 630-639	('Geothermal Orientation Handbook', 1984.0)	False	0.0	1.0	1984.0	Geothermal Orientation Handbook	None	http://dx.doi.org/10.2172/860623	./bibliographies\database131.txt	0.0	0.0
Xiong, D. & Sperling, J. (2004). Semiautomated matching for network database integration, Vol. 59, Issues 1-2, ISPRS Journal of Photogrammetry and Remote Sensing, Special Issue on Advanced Techniques for Analysis of Geo-spatial Data, pp. 35 - 46, August 2004	('Semiautomated matching for network database integration', 2004.0)	False	1.0	1.0	2004.0	Semiautomated matching for network database integration	Demin Xiong and Jonathan Sperling	http://dx.doi.org/10.1016/j.isprsjprs.2003.12.001	./bibliographies\database131.txt	22.0	26.0
Butenuth, M., GÃ¶sseln, G.v., Tiedge, M., Heipke C., Lipeck, U. & Sester M. (2007). Integration of heterogeneous geospatial data in a federated database, ISPRS Journal of Photogrammetry & Remote Sensing 62 (2007), 328-346	('Integration of heterogeneous geospatial data in a federated database', 2007.0)	False	1.0	1.0	2007.0	Integration of heterogeneous geospatial data in a federated database	Matthias Butenuth and Guido v. Gösseln and Michael Tiedge and Christian Heipke and Udo Lipeck and Monika Sester	http://dx.doi.org/10.1016/j.isprsjprs.2007.04.003	./bibliographies\database131.txt	30.0	45.0
Chen, C.-C. (2005). Automatically and Accurately Conflating Road Vector Data, Street Maps and Orthoimagery, Ph. D. Dissertation, University of Southern California, May 2005	('Automatically Conflating Road Vector Data with Orthoimagery', 2006.0)	False	0.0	1.0	2006.0	Automatically Conflating Road Vector Data with Orthoimagery	Ching-Chien Chen and Craig A. Knoblock and Cyrus Shahabi	http://dx.doi.org/10.1007/s10707-006-0344-6	./bibliographies\database131.txt	28.0	40.0
Gabay, Y. & Doytsher, Y. (1994). Automatic adjustment of line maps, Proc. of GIS/LISâ€™94 Annual Convention. American Congress on Surveying and Mapping, American Society for Photogrammetry and Remote Sensing, Association of American Geographers, Urban and Regional Information Systems Association, and AM/FM International, Phoenix, Arizona, pp. 333-341	('Beyond Cooptation or Resistance: Urban Spatial Politics, Community Organizations, and GIS-Based Spatial Narratives', 2006.0)	False	0.0	1.0	2006.0	Beyond Cooptation or Resistance: Urban Spatial Politics, Community Organizations, and GIS-Based Spatial Narratives	Sarah Elwood	http://dx.doi.org/10.1111/j.1467-8306.2006.00480.x	./bibliographies\database131.txt	84.0	94.0
Markovsky, I. & Mahmoodi, S. (2009). Least squares contour alignment, IEEE Signal Processing Letters, 16 (1). pp. 41-44. ISSN 1070-9908	('Least-Squares Contour Alignment', 2009.0)	False	1.0	1.0	2009.0	Least-Squares Contour Alignment	I. Markovsky and S. Mahmoodi	http://dx.doi.org/10.1109/lsp.2008.2008588	./bibliographies\database131.txt	8.0	9.0
Sheth, A. (1991). Semantic issues in Multidatabase Systesms, SIGMOD Record, special issue on Semantic Issues in Multidatabases, ed. 20(4), 1991	('On the semantic equivalence of heterogeneous representations in multimodel multidatabase systems', 1991.0)	False	0.0	1.0	1991.0	On the semantic equivalence of heterogeneous representations in multimodel multidatabase systems	Dipayan Gangopadhyay	http://dx.doi.org/10.1145/141356.141370	./bibliographies\database131.txt	0.0	8.0
Lanig, S. & Zipf, A. (2009): Interoperable processing of digital elevation models in grid infrastructures, Earth Science Informatics, volume 2, pp.107-116, Springer, 2009	('Interoperable processing of digital elevation models in grid infrastructures', 2009.0)	False	1.0	1.0	2009.0	Interoperable processing of digital elevation models in grid infrastructures	Sandra Lanig and Alexander Zipf	http://dx.doi.org/10.1007/s12145-009-0030-y	./bibliographies\database131.txt	36.0	6.0
Fisher, R., Perkins, S., Walker, A. & Wolfart, E. (2003). Affine Transformation, 2003, http://homepages.inf.ed.ac.uk/rbf/HIPR2/affine.htm (accessed on 2009-07-27)	('Affine transformation', 'None')	False	1.0	1.0	None	Affine transformation	None	http://dx.doi.org/10.1007/springerreference_5221	./bibliographies\database131.txt	0.0	0.0
Saalfeld, A. (1985). A Fast Rubber-Sheeting Transformation Using Simplicial Coordinates," October issue of The American Cartographer	('A Fast Rubber-Sheeting Transformation Using Simplicial Coordinates', 1985.0)	False	1.0	1.0	1985.0	A Fast Rubber-Sheeting Transformation Using Simplicial Coordinates	Alan Saalfeld	http://dx.doi.org/10.1559/152304085783915072	./bibliographies\database131.txt	0.0	18.0
Zhang, M. & Meng, L. (2007). An iterative road-matching approach for the integration of postal data, Computers, Environment and Urban Systems, Vol. 31/5, pp. 598-616, Elsevier, 2007	('An iterative road-matching approach for the integration of postal data', 2007.0)	False	1.0	1.0	2007.0	An iterative road-matching approach for the integration of postal data	Meng Zhang and Liqiu Meng	http://dx.doi.org/10.1016/j.compenvurbsys.2007.08.008	./bibliographies\database131.txt	21.0	28.0
Dempster, A. (1968). Upper and lower probabilities induced by multivalued mapping, Annals of Mathematical Statistics, AMS-38, pp. 325-339	('Upper and Lower Probabilities Induced by a Multivalued Mapping', 1967.0)	False	0.0	1.0	1967.0	Upper and Lower Probabilities Induced by a Multivalued Mapping	A. P. Dempster	http://dx.doi.org/10.1214/aoms/1177698950	./bibliographies\database131.txt	0.0	2664.0
MustiÃ¨re, S. (2006). Results of experiments of automated matching of networks at different scales, ISPRS Vol. XXXVI. ISPRS Workshop - Multiple representation and interoperability of spatial data, Hannover, Germany, February 22-24, 2006	('AUTOMATED MATCHING CROWDSOURCING ROAD NETWORKS USING PROBABILISTIC RELAXATION', 2012.0)	False	0.0	1.0	2012.0	AUTOMATED MATCHING CROWDSOURCING ROAD NETWORKS USING PROBABILISTIC RELAXATION	Y. Zhang and B. Yang and X. Luan	http://dx.doi.org/10.5194/isprsannals-i-4-281-2012	./bibliographies\database131.txt	0.0	0.0
Zhang, M., Mustafa, M., Schimandl, F. & Meng, L. (2009). A Grid-Based Spatial Index for Matching between Moving Vehicles and Road-Network in a Real-Time Environment, Proc. of the XXIV International Cartographic Conference (ICC), Santiago, Chile, November 15-21, 2009, pages pending	('A real-time moving object detection using wavelet-based neural network', 2009.0)	False	0.0	1.0	2009.0	A real-time moving object detection using wavelet-based neural network	JongBae Kim	http://dx.doi.org/10.1109/icce.2009.5012177	./bibliographies\database131.txt	4.0	0.0
LÃ¶cherbach, T. (1994). Fusion of multi-sensor images and digital map data for the reconstruction and interpretation of agricultural landuse units, International Archives of Photogrammetry and Remote Sensing 30 (Part 3/2), pp. 505-511	('<title>Fusion of multisensor images and digital map data for the reconstruction and interpretation of agricultural land-use units</title>', 1994.0)	False	0.0	1.0	1994.0	<title>Fusion of multisensor images and digital map data for the reconstruction and interpretation of agricultural land-use units</title>	Thomas Loecherbach	http://dx.doi.org/10.1117/12.182896	./bibliographies\database131.txt	0.0	0.0
LÃ¼scher, P., Burghardt, D. & Weibel, R. (2007). Matching road data of scales with an order of magnitude difference, CD-Proc. of the XXIII International Cartographic Conference (ICC), Incremental Updating and Versioning of Spatial Data, Moscow, Russia, August 4-10, 2007	('Matching of road data with different scales for updating', 2007.0)	False	0.0	1.0	2007.0	Matching of road data with different scales for updating	Yungang Hu and Jun Chen and Zhilin Li and Renliang Zhao	http://dx.doi.org/10.1117/12.761373	./bibliographies\database131.txt	0.0	1.0
Dunkars, M. (2004): Multiple representation databases for topological information, Dissertation, ISBN: 91- 7323-100-2, KTH, Infrastructure, Stockholm, Sweden	('Active Space Debris Removal System', 2017.0)	False	0.0	1.0	2017.0	Active Space Debris Removal System	None	http://dx.doi.org/10.13111/2066-8201.2017.9.2.8	./bibliographies\database131.txt	0.0	0.0
Cohen, W.W. (2000). Data integration using similarity joins and a word-based information representation language, ACM Transactions on Information Systems (TOIS), Vol. 18(3), pp. 288 ~ 321, 2000	('Data integration using similarity joins and a word-based information representation language', 2000.0)	False	1.0	1.0	2000.0	Data integration using similarity joins and a word-based information representation language	William W. Cohen	http://dx.doi.org/10.1145/352595.352598	./bibliographies\database131.txt	0.0	52.0
Kolahdouzan, M., Chen, C., Shahabi C. & Knoblock C. A. (2005). GeoMatchMaker Automatic and Efficient Matching of Vector Data with Spatial Attributes in Unknown Geometry Systems, UCGIS Summer Assembly 2005, USA, http://www.ucgis.org/summer2005/studentpapers.htm (accessed on 2009-07-28)	('University Consortium for Geographic Information Science (UCGIS)', 'None')	False	0.0	1.0	None	University Consortium for Geographic Information Science (UCGIS)	Jack Sanders	http://dx.doi.org/10.4135/9781412953962.n223	./bibliographies\database131.txt	0.0	0.0
White, M. & Griffin, P. (1985). Piecewise Linear Rubber-Sheet Map Transformations, October issue of The American Cartographer	('Piecewise Linear Rubber-Sheet Map Transformation', 1985.0)	False	1.0	1.0	1985.0	Piecewise Linear Rubber-Sheet Map Transformation	Marvin S. White, and Patricia Griffin	http://dx.doi.org/10.1559/152304085783915135	./bibliographies\database131.txt	0.0	19.0
Zhang, M., Liu, L., Gong, H. & Meng, L. (2008). An automatic approach to integrate routing-relevant information from different resources. 16th ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems (ACM GIS), Irvine, CA, USA, November 5-7, 2008	('An automatic approach to integrate routing-relevant information from different resources', 2008.0)	False	1.0	1.0	2008.0	An automatic approach to integrate routing-relevant information from different resources	Meng Zhang and Lu Liu and Hongbo Gong and Liqiu Meng	http://dx.doi.org/10.1145/1463434.1463493	./bibliographies\database131.txt	0.0	0.0
Walter, V. (1997). Zuordnung von raumbezogenen Daten - am Beispiel der Datenmodelle ATKIS und GDF, Dissertation, Deutsche GeodÃ¤tische Kommission (DGK) Reihe C, Nummer 480.	('Konsolidierung von Daten', 2012.0)	False	0.0	1.0	2012.0	Konsolidierung von Daten	Eduard Depner	http://dx.doi.org/10.1007/978-3-8348-1978-9_8	./bibliographies\database131.txt	0.0	0.0
Deretsky, Z. & U. Rodny (1993). Automatic Conflation of Digital Maps, Proc. of IEEE-IEE Vehicle Navigation & Information Systems Conference, A27-A29, 1993	('Automatic conflation of digital maps', 'None')	False	1.0	1.0	None	Automatic conflation of digital maps	Z. Deretsky and U. Rdony	http://dx.doi.org/10.1109/vnis.1993.585573	./bibliographies\database131.txt	3.0	2.0
Cichociski, P. (2008): Application of Advanced Topological Rules in the Process of Building Geographical Databases Supporting the Valuation of Real Estates, Integrating Generations, FIG Working Week 2008 Stockholm, Sweden, 2008	('Real Estate Valuation in Eastern Europe', 1995.0)	False	0.0	1.0	1995.0	Real Estate Valuation in Eastern Europe	None	http://dx.doi.org/10.15396/eres1995_166	./bibliographies\database131.txt	0.0	0.0
Rucklidge, W.J. (1996). Efficient visual recognition using the Hausdorff distance, a book of Lecture Notes in Computer Science, 1173, Berlin: Springer.	('Efficient Visual Recognition Using the Hausdorff Distance', 1996.0)	False	1.0	1.0	1996.0	Efficient Visual Recognition Using the Hausdorff Distance	None	http://dx.doi.org/10.1007/bfb0015091	./bibliographies\database131.txt	0.0	57.0
Sehgal, V., Getoor, L. & Viechnicki, P.D. (2006). Entity resolution in geospatial data integration, Proc. of the 14th annual ACM international symposium on Advances in geographic information system, SESSION: Data integration, pp. 83-90, Arlington, Virginia, USA, 2006	('Entity resolution in geospatial data integration', 2006.0)	False	1.0	1.0	2006.0	Entity resolution in geospatial data integration	Vivek Sehgal and Lise Getoor and Peter D Viechnicki	http://dx.doi.org/10.1145/1183471.1183486	./bibliographies\database131.txt	0.0	18.0
Tiedge M., Lipeck, U. & Mantel, D., (2004). Design of a Database System for Linking Geoscientific Data, Geotechnologien Science Report "Information Systems in Earth Management", No. 4, KoordinierungsbÃ¼ro Geotechnologien, Potsdam, 2004, pp. 83-87, http://www.dbs.unihannover.de/schriften/publications/TLM2004a.pdf (accessed on 2009-10-01)	('Grußwort Präsident der Akademie für Geowissenschaften und Geotechnologien', 2017.0)	False	0.0	1.0	2017.0	Grußwort Präsident der Akademie für Geowissenschaften und Geotechnologien	Ugur Yaramanci	http://dx.doi.org/10.1127/sdgg/90/2017/14	./bibliographies\database131.txt	0.0	0.0
HangouÃ«t, J.-F. (1995). Computation of the Hausdorff Distance between Plane Vector Polylines. AutoCarto12, ACSM/ASPRS Annual Convention & Exposition Technical Papers, Charlotte, NC, USA, February 27-March 1, 1995	('Acsm-Asprs Annual Convention and Exhibition, 1997', 2008.0)	False	0.0	1.0	2008.0	Acsm-Asprs Annual Convention and Exhibition, 1997	E. H. Wickens	http://dx.doi.org/10.1111/j.1477-9730.1998.tb01484.x	./bibliographies\database131.txt	0.0	0.0
Volz, S. (2006). An iterative approach for matching multiple representations of street data, Hampe, M., Sester, M. and Harrie, L. (eds.): ISPRS Vol. XXXVI., ISPRS Workshop - Multiple representation and interoperability of spatial data, Hannover, Germany, February 22-24, 2006	('Multiple representation databases', 2008.0)	False	0.0	1.0	2008.0	Multiple representation databases	Monika Sester	http://dx.doi.org/10.1201/9780203888445.ch20	./bibliographies\database131.txt	9.0	0.0
Moosavi A. & Alesheikh A. A. (2008). Developing of Vector Matching Algorithm Considering Topologic Relations, Proc. of Map Middle East 2008, Dubai, UAE, 2008	("Dubai: The Security Dimensions of the Region's Premier Free Port", 2008.0)	False	0.0	1.0	2008.0	Dubai: The Security Dimensions of the Region's Premier Free Port	Christopher Davidson	http://dx.doi.org/10.1111/j.1475-4967.2008.00354.x	./bibliographies\database131.txt	5.0	1.0
Eiter, T. & Mannila H. (1994). Computing discrete FrÃ©chet distance, Technical report of Christian Doppler Labor fÃ¼r Expertensensyteme, Technical University of Vienna, Austria, http://www.kr.tuwien.ac.at/ staff/eiter/et-archive/cdtr9464.ps.gz (accessed on 2009-07-27)	('Distance measures for point sets and their computation', 1997.0)	False	0.0	1.0	1997.0	Distance measures for point sets and their computation	Thomas Eiter and Heikki Mannila	http://dx.doi.org/10.1007/s002360050075	./bibliographies\database131.txt	0.0	58.0
Yang, J.-S., Kang, S.-P. & Chon, K.-S. ( 2005). The Map Matching Algorithm Of GPS Data With Relatively Long Polling Time Intervals, Journal Of The Eastern Asia Society For Transportation Studies, Vol. 6, pp. 2561-2573	('Map Matching Algorithm for GPS Data with Irregular and Relatively Long Intervals', 2007.0)	False	0.0	1.0	2007.0	Map Matching Algorithm for GPS Data with Irregular and Relatively Long Intervals	Xiaowen Hu and Dongyuan Yang and Junjia Feng and Li Zhu	http://dx.doi.org/10.1061/40932(246)115	./bibliographies\database131.txt	0.0	0.0
Raimond, A.-M. O. & MustiÃ¨re, S. (2008). Data Matching - a Matter of Belief, Headway in Spatial Data Handling, 13th International Symposium on Spatial Data Handling (SDH), pp. 501-519, Spinger Montpellier, France, 2008	('Data Matching – a Matter of Belief', 'None')	False	0.0	1.0	None	Data Matching – a Matter of Belief	Ana-Maria Olteanu Raimond and Sébastien Mustière	http://dx.doi.org/10.1007/978-3-540-68566-1_29	./bibliographies\database131.txt	0.0	5.0
Deng, M., Chen, X. & Li, Z. (2005): A Generalized Hausdorff Distance For Spatial Objects In GIS, in Proc. of the 4th ISPRS Workshop on Dynamic and Multi-dimensional GIS, pp. 10 -15, Pontypridd, UK, 2005	('Transference and Storage of Spatial Data in Distributed Wireless GIS', 2005.0)	False	0.0	1.0	2005.0	Transference and Storage of Spatial Data in Distributed Wireless GIS	None	http://dx.doi.org/10.5220/0002556801140123	./bibliographies\database131.txt	0.0	0.0
Veltkamp R. C. (2001). Shape Matching: Similarity Measures and Algorithms, Technical report of Department of Computing Science, Utrecht University, Netherlands, http://www.cs.uu.nl/research/ techreps/repo/CS-2001/2001-03.pdf (accessed on 2009-07-27)	('Shape matching: similarity measures and algorithms', 'None')	False	1.0	1.0	None	Shape matching: similarity measures and algorithms	R.C. Veltkamp	http://dx.doi.org/10.1109/sma.2001.923389	./bibliographies\database131.txt	64.0	80.0
Walter, V. & Fritsch, D. (1999). Matching Spatial Data Sets: a Statistical Approach, International Journal of Geographical Information Science, Vol.13, No.5, pp. 445-473	('Matching spatial data sets: a statistical approach', 1999.0)	False	1.0	1.0	1999.0	Matching spatial data sets: a statistical approach	VOLKER WALTER and DIETER FRITSCH	http://dx.doi.org/10.1080/136588199241157	./bibliographies\database131.txt	31.0	132.0
Stilla, U., (1995). Map-aided structural analysis of aerial images. ISPRS Journal of Photogrammetry and Remote Sensing 50, pp. 3-10	('Map-aided structural analysis of aerial images', 1995.0)	False	1.0	1.0	1995.0	Map-aided structural analysis of aerial images	U. Stilla	http://dx.doi.org/10.1016/0924-2716(95)98232-o	./bibliographies\database131.txt	15.0	13.0
Kang, H. (2001). Spatial Data Integration: A Case Study of Map Conflation with Census Bureau and Local Government Data, University Consortium for Geographic Information Science, Summer Assembly, June 2001, http://www.cobblestoneconcepts.com/ucgis2summer/kang/kang_main.htm (accessed on 2009-10-10)	('Data Mining, Spatial', 'None')	False	0.0	1.0	None	Data Mining, Spatial	Shashi Shekhar and Vijay Gandhi and James M. Kang	http://dx.doi.org/10.4135/9781412953962.n37	./bibliographies\database131.txt	0.0	0.0
Arkin, E., Chew, P., Huttenlocher, D., Kedem, K. & Mitchel, J. (1991). An efficiently computable metric for comparing polygonal shapes, IEEE Transactions on Pattern Analysis and Machine Intelligence, Vol. 13(3), pp. 209-216, 1991	('An efficiently computable metric for comparing polygonal shapes', 1991.0)	False	1.0	1.0	1991.0	An efficiently computable metric for comparing polygonal shapes	E.M. Arkin and L.P. Chew and D.P. Huttenlocher and K. Kedem and J.S.B. Mitchell	http://dx.doi.org/10.1109/34.75509	./bibliographies\database131.txt	14.0	280.0
Baltsavias, E.P., (2004). Object extraction and revision by image analysis using existing geodata and knowledge: current status and steps towards operational systems, ISPRS Journal of Photogrammetry and Remote Sensing 58 (3â€“4), pp. 129-51	('Object extraction and revision by image analysis using existing geodata and knowledge: current status and steps towards operational systems', 2004.0)	False	1.0	1.0	2004.0	Object extraction and revision by image analysis using existing geodata and knowledge: current status and steps towards operational systems	E.P. Baltsavias	http://dx.doi.org/10.1016/j.isprsjprs.2003.09.002	./bibliographies\database131.txt	229.0	113.0
Meng, L. & TÃ¶llner, D. (2004). Ein Reverse-Engineering-Ansatz zur Generalisierung topographischer Daten, KN 4/2004, pp.159-163	('Soft Systems Methodology (SSM) — Ein Ansatz im Information Engineering zur strategischen Positionierung von Informationssystemen', 2004.0)	False	0.0	1.0	2004.0	Soft Systems Methodology (SSM) — Ein Ansatz im Information Engineering zur strategischen Positionierung von Informationssystemen	Friedrich Roithmayr and Kerstin Fink	http://dx.doi.org/10.1007/978-3-322-81236-0_3	./bibliographies\database131.txt	0.0	0.0
Kashyap, V. & Sheth, A. (1996). Semantic and Schematic Similarities between Database Objects: A Context-based approach, In. International Journal on Very Large Data Bases, Vol. 5/4, pp.276-304, Spinger, 1996	('Semantic and schematic similarities between database objects: a context-based approach', 1996.0)	False	1.0	1.0	1996.0	Semantic and schematic similarities between database objects: a context-based approach	Vipul Kashyap and Amit Sheth	http://dx.doi.org/10.1007/s007780050029	./bibliographies\database131.txt	0.0	116.0
Dunkars, M. (2003). Matching of datasets, ScanGIS'2003 - The 9th Scandinavian Research Conference on Geographical Information Science, Espoo, Finland, June 4-6, 2003, http://www.scangis.org/ scangis2003/papers/19.pdf (accessed on 2009-07-27)	('Call for Papers', 2003.0)	False	0.0	1.0	2003.0	Call for Papers	None	http://dx.doi.org/10.1016/s0956-5221(03)00022-8	./bibliographies\database131.txt	0.0	0.0
GÃ¶sseln, G.v. (2005). A matching approach for the integration, change detection and adaptation of heterogeneous vector data sets, XXII International Cartography Conference, 2005	('Front Matter', 2005.0)	False	0.0	1.0	2005.0	Front Matter	None	http://dx.doi.org/10.1201/b17008-1	./bibliographies\database131.txt	0.0	0.0
Rosen, B. & Saalfeld, A. (1985). Match Criteria for Automatic Alignment, Proc. of Auto-Carto VII, 1985	('AUTO CARTO LONDON 1986', 1985.0)	False	0.0	1.0	1985.0	AUTO CARTO LONDON 1986	None	http://dx.doi.org/10.1179/003962685791475224	./bibliographies\database131.txt	0.0	0.0
Schimandl, F., Zhang, M., Mustafa, M., Meng, L. (2009). Real time application for traffic state estimation based on large sets of floating car data, International Scientific Conference on Mobility and Transport - ITS for larger Cities, Munich, Germany, May 12-13th, 2009	('Comparison of Link Travel-Time Estimation Methods Based on GPSEquipped Floating Car', 2009.0)	False	0.0	1.0	2009.0	Comparison of Link Travel-Time Estimation Methods Based on GPSEquipped Floating Car	Guiyan Jiang and Ande Chang and Wei Zhang	http://dx.doi.org/10.1061/41039(345)353	./bibliographies\database131.txt	7.0	0.0
Shafer. G (1976). A Mathematical Theory of Evidence, Princeton University Press	('Competition, Regulation, and Stability in Banking: Theory and Evidence', 2018.0)	False	0.0	1.0	2018.0	Competition, Regulation, and Stability in Banking: Theory and Evidence	Xavier Vives	http://dx.doi.org/10.23943/princeton/9780691171791.003.0005	./bibliographies\database131.txt	0.0	0.0
Jones, C B, Kidner, D B, Luo, L Q, Bundy Gl & Ware J M. (1996). Database design for a multi-scale spatial information system, International Journal of Geographical Information Science, Vol. 10(8), pp. 901-920	('Database design for a multi-scale spatial information system', 1996.0)	False	1.0	1.0	1996.0	Database design for a multi-scale spatial information system	C. B. Jones and D. B. Kidner and L. Q. Luo and G. Ll. Bundy and J. M. Ware	http://dx.doi.org/10.1080/02693799608902116	./bibliographies\database131.txt	41.0	37.0
Stigmar, H. (2005). Matching Route Data and Topographic Data in a Real-Time Environment, 10th Scandinavian Research Conference on Geographical Information Science, June 13-15, 2005, Stockholm, http://www.scangis.org/scangis2005/papers/stigmar.pdf (accessed on 2009-07-28)	('An Algorithm for Icon Labelling on a Real-Time Map', 'None')	False	0.0	1.0	None	An Algorithm for Icon Labelling on a Real-Time Map	Lars Harrie and Hanna Stigmar and Tommi Koivula and Lassi Lehto	http://dx.doi.org/10.1007/3-540-26772-7_38	./bibliographies\database131.txt	0.0	4.0
Yuan, S. & Tao, C. (1999). Development of Conflation Components, Proc. of Geoinformatics'99, Ann Arbor, pp. 1-13, June 19-21, 1999	('Opportunities: SPSSI 1998 Convention to Take Place in Ann Arbor, Michigan, June 19-21', 1998.0)	False	0.0	1.0	1998.0	Opportunities: SPSSI 1998 Convention to Take Place in Ann Arbor, Michigan, June 19-21	None	http://dx.doi.org/10.1037/e403752005-026	./bibliographies\database131.txt	0.0	0.0
Parent, C. & Spaccapietra, S. (2000). Database Integration: the Key to Data Interoperability, Advances in Object-Oriented Data Modeling, Papazoglou, M. P., Spaccapietra, S. & Z. Tari (Eds.), The MIT Press, 2000, http://lbdwww.epfl.ch/e/publications_new/articles.pdf/OObook.pdf (accessed on 2009- 07-27)	('Trajectories and Their Representations', 'None')	False	0.0	1.0	None	Trajectories and Their Representations	S. Spaccapietra and C. Parent and L. Spinsanti	http://dx.doi.org/10.1017/cbo9781139128926.002	./bibliographies\database131.txt	0.0	2.0
Zhang, Q. & Couloigner, I. (2005). Spatio-Temporal Modeling in Road Network Change Detection and Updating, Proc. of the International Symposium on Spatio-temporal Modeling, Spatial Reasoning, Analysis, Data Mining and Data Fusion, Peking University, China, August 27-29, 2005	('Spatio-temporal contextual approaches to mapping land cover change based on remote sensing imagery', 2009.0)	False	0.0	1.0	2009.0	Spatio-temporal contextual approaches to mapping land cover change based on remote sensing imagery	Jingxiong Zhang and Jinping Zhang and Yunwei Tang and Jiong You	http://dx.doi.org/10.1117/12.838544	./bibliographies\database131.txt	0.0	1.0
Sheeren, D., MustiÃ¨re, S. & Zucker, J.-D. (2004). How to Integrate Heterogeneous Spatial Database in a Consistent Way? ADBIS 2004: advances in databases and information systems, pp. 364-378, LNCS 3255, Springer, 2004	('How to Integrate Heterogeneous Spatial Databases in a Consistent Way?', 2004.0)	False	0.0	1.0	2004.0	How to Integrate Heterogeneous Spatial Databases in a Consistent Way?	David Sheeren and Sébastien Mustière and Jean-Daniel Zucker	http://dx.doi.org/10.1007/978-3-540-30204-9_25	./bibliographies\database131.txt	0.0	9.0
Levenshtein VI (1965). Binary Codes Capable of Correcting Deletions, Insertions, and Reversals, Soviet Physics - Doklady, 10(8), pp. 707-710, Translated from Doklady Akademii Nauk SSSR, 163(4), pp. 845-848	('In Hindsight: Doklady Akademii Nauk SSSR, 181(4), 1968', 2013.0)	False	0.0	1.0	2013.0	In Hindsight: Doklady Akademii Nauk SSSR, 181(4), 1968	Léon Bottou	http://dx.doi.org/10.1007/978-3-642-41136-6_1	./bibliographies\database131.txt	0.0	0.0
Olteanu, A.-M., MustiÃ¨re, S., & Ruas, A. (2006). Matching imperfect spatial data, 7th International Symposium on Spatial Accuracy Assessment in Natural Resources and Environmental Sciences, Lisbon, Portugal, July 5-7, 2006	('Spatial accuracy assessment in natural resources and environmental sciences: Second International Symposium', 1996.0)	False	0.0	1.0	1996.0	Spatial accuracy assessment in natural resources and environmental sciences: Second International Symposium	H. Todd Mowrer and Raymond L. Czaplewski and R. H. Hamre	http://dx.doi.org/10.2737/rm-gtr-277	./bibliographies\database131.txt	0.0	2.0
GÃ¶sseln, G. v. & Sester, M. (2003). Semantic and geometric Integration of geoscientific Data Sets with ATKIS - Applied to Geo-Objects from Geology and Soil Science, Proc. of ISPRS Commission IV Joint Workshop "Challenges in Geospatial Analysis, Integration and Visualization II", Stuttgart, Germany, pp. 111-116, September 8 - 9, 2003	('Integration of geometric and topological uncertainties for geospatial Data Fusion and Mining', 2011.0)	False	0.0	1.0	2011.0	Integration of geometric and topological uncertainties for geospatial Data Fusion and Mining	Boris Kovalerchuk and Leonid Perlovsky	http://dx.doi.org/10.1109/aipr.2011.6176346	./bibliographies\database131.txt	34.0	1.0
Min, D., Zhilin, L. and Xiaoyong, C. (2007). Extended Hausdorff distance for spatial objects in GIS, International, Journal of Geographical Information Science, Vol. 21(4), pp. 459 - 475	('Extended Hausdorff distance for spatial objects in GIS', 2007.0)	False	1.0	1.0	2007.0	Extended Hausdorff distance for spatial objects in GIS	D. Min and L. Zhilin and C. Xiaoyong	http://dx.doi.org/10.1080/13658810601073315	./bibliographies\database131.txt	21.0	31.0
Thom, S. (2005). A Strategy for Collapsing OS Integrated Transport Networkâ„¢ dual carriageways, 8th ICA WORKSHOP on Generalisation and Multiple Representation, A CoruÃ±a, July 7-8, 2005	('Integrated Transport Systems: Public-Private Interfaces', 2005.0)	False	0.0	1.0	2005.0	Integrated Transport Systems: Public-Private Interfaces	José M. Viegas	http://dx.doi.org/10.1108/9780080456041-009	./bibliographies\database131.txt	15.0	2.0
Chen, C.-C., Thakkar, S., Knoblok, C.A. & Shahabi, C. (2003). Automatically Annotating and Integrating Spatial Datasets, Proc. of the 8th International Symposium on Spatial and Temporal Databases (SSTD'03), Santorini Island, Greece, July 24-27, 2003, pp. 469-488 http://www.isi.edu/infoagents/papers/chen03-sstd.pdf (accessed on 2009-10-08)	('Automatically Annotating and Integrating Spatial Datasets', 2003.0)	False	1.0	1.0	2003.0	Automatically Annotating and Integrating Spatial Datasets	Ching-Chien Chen and Snehal Thakkar and Craig Knoblock and Cyrus Shahabi	http://dx.doi.org/10.1007/978-3-540-45072-6_27	./bibliographies\database131.txt	0.0	6.0
Pendyala, R.M. (2002). Technical Report: Development of GIS-based Conflation Tools for Data Integration and Matching, Final Report: Executive Summary, http://www.dot.state.fl.us/researchCenter/Completed_Proj/Summary_PL/FDOT_BC353_21_rpt.pdf (accessed on 2009-10-01)	('Executive Summary-Final Technical Report', 2004.0)	False	0.0	1.0	2004.0	Executive Summary-Final Technical Report	R R Anderson	http://dx.doi.org/10.2172/823826	./bibliographies\database131.txt	0.0	2.0
