hash	citation	verified	checked	new_hash	author	title	year	URL	DOI
('Li SZ, Yu B, Wu W, Su SZ, Ji RR (2015) Feature learning based on SAEâ€“PCA network for human gesture recognition in RGBD images. Neurocomputing 151:565â€“573.  https://doi.org/10.1016/j.neucom.2014.06.086', 'CITATION ONLY')	Li SZ, Yu B, Wu W, Su SZ, Ji RR (2015) Feature learning based on SAEâ€“PCA network for human gesture recognition in RGBD images. Neurocomputing 151:565â€“573.  https://doi.org/10.1016/j.neucom.2014.06.086	0	2		Shao-Zi Li and Bin Yu and Wei Wu and Song-Zhi Su and Rong-Rong Ji	Feature learning based on SAE–PCA network for human gesture recognition in RGBD images	2015	http://dx.doi.org/10.1016/j.neucom.2014.06.086	10.1016/j.neucom.2014.06.086
('Zhang Z, Kurakin AV Dynamic hand gesture recognition using depth data (2017). US Patent 9,536, 135', 'CITATION ONLY')	Zhang Z, Kurakin AV Dynamic hand gesture recognition using depth data (2017). US Patent 9,536, 135	0	2		None	Skeleton-based dynamic hand gesture recognition using 3D depth data	2018	http://dx.doi.org/10.2352/issn.2470-1173.2018.18.3dipm-461	10.2352/issn.2470-1173.2018.18.3dipm-461
('J. Duan, S. Zhou, J. Wan, X. Guo, S.Z. Li, Multi-modality fusion based on consensus-voting and 3d convolution for isolated gesture recognition, arXiv preprint arXiv:1611.06689.', 'CITATION ONLY')	J. Duan, S. Zhou, J. Wan, X. Guo, S.Z. Li, Multi-modality fusion based on consensus-voting and 3d convolution for isolated gesture recognition, arXiv preprint arXiv:1611.06689.	0	2		None	Preprint repository arXiv achieves milestone million uploads	2014	http://dx.doi.org/10.1063/pt.5.028530	10.1063/pt.5.028530
('Rucco R, Agosti V, Jacini F, Sorrentino P, Varriale P, Stefano MD, Milan G, Montella P, Sorrentino G (2017) Spatio-temporal and kinematic gait analysis in patients with frontotemporal dementia and alzheimerâ€™s disease through 3d motion capture. Gait Posture 52:312â€“317.  https://doi.org/10.1016/j.gaitpost.2016.12.021', 'CITATION ONLY')	Rucco R, Agosti V, Jacini F, Sorrentino P, Varriale P, Stefano MD, Milan G, Montella P, Sorrentino G (2017) Spatio-temporal and kinematic gait analysis in patients with frontotemporal dementia and alzheimerâ€™s disease through 3d motion capture. Gait Posture 52:312â€“317.  https://doi.org/10.1016/j.gaitpost.2016.12.021	0	2		Rosaria Rucco and Valeria Agosti and Francesca Jacini and Pierpaolo Sorrentino and Pasquale Varriale and Manuela De Stefano and Graziella Milan and Patrizia Montella and Giuseppe Sorrentino	Spatio-temporal and kinematic gait analysis in patients with Frontotemporal dementia and Alzheimer’s disease through 3D motion capture	2017	http://dx.doi.org/10.1016/j.gaitpost.2016.12.021	10.1016/j.gaitpost.2016.12.021
('Cahill-Rowley K, Rose J (2017) Temporalâ€“spatial reach parameters derived from inertial sensors: Comparison to 3d marker-based motion capture. J Biomech 52:11â€“16.  https://doi.org/10.1016/j.jbiomech.2016.10.031', 'CITATION ONLY')	Cahill-Rowley K, Rose J (2017) Temporalâ€“spatial reach parameters derived from inertial sensors: Comparison to 3d marker-based motion capture. J Biomech 52:11â€“16.  https://doi.org/10.1016/j.jbiomech.2016.10.031	0	2		Katelyn Cahill-Rowley and Jessica Rose	Temporal–spatial reach parameters derived from inertial sensors: Comparison to 3D marker-based motion capture	2017	http://dx.doi.org/10.1016/j.jbiomech.2016.10.031	10.1016/j.jbiomech.2016.10.031
('Q. Xiao, Y. Wang, H. Wang Motion retrieval using Soft Computing, 19 (1) (2014), pp. 133â€“144 https://doi.org/10.1007/s00500-014-1237-5', 'CITATION ONLY')	Q. Xiao, Y. Wang, H. Wang Motion retrieval using Soft Computing, 19 (1) (2014), pp. 133â€“144 https://doi.org/10.1007/s00500-014-1237-5	0	2		Qinkun Xiao and Yi Wang and Haiyun Wang	Motion retrieval using weighted graph matching	2014	http://dx.doi.org/10.1007/s00500-014-1237-5	10.1007/s00500-014-1237-5
('M. Barnachon, S. Bouakaz, B. Boufama, E. Guillou Ongoing human action Pattern Recognition, 47 (1) (2014), pp. 238â€“247 https://doi.org/10.1016/j.patcog.2013.06.020', 'CITATION ONLY')	M. Barnachon, S. Bouakaz, B. Boufama, E. Guillou Ongoing human action Pattern Recognition, 47 (1) (2014), pp. 238â€“247 https://doi.org/10.1016/j.patcog.2013.06.020	0	2		Mathieu Barnachon and Saïda Bouakaz and Boubakeur Boufama and Erwan Guillou	Ongoing human action recognition with motion capture	2014	http://dx.doi.org/10.1016/j.patcog.2013.06.020	10.1016/j.patcog.2013.06.020
('D. Leightley, B. Li, J.S. McPhee, M.H. Yap, J. Darby, Exemplar-based human, in: Lecture Notes in Computer Science, Springer International Publishing, 2014, pp. 12â€“20. doi:10.1007/978-3-319-11755-32.', 'CITATION ONLY')	D. Leightley, B. Li, J.S. McPhee, M.H. Yap, J. Darby, Exemplar-based human, in: Lecture Notes in Computer Science, Springer International Publishing, 2014, pp. 12â€“20. doi:10.1007/978-3-319-11755-32.	0	2		Daniel Leightley and Baihua Li and Jamie S. McPhee and Moi Hoon Yap and John Darby	Exemplar-Based Human Action Recognition with Template Matching from a Stream of Motion Capture	2014	http://dx.doi.org/10.1007/978-3-319-11755-3_2	10.1007/978-3-319-11755-3_2
('P.V.V. Kishore, D.A. Kumar, A.S.C.S. Sastry, E.K. Kumar Motionlets matching with IEEE Sensors Journal, 18 (8) (2018), pp. 3327â€“3337 https://doi.org/10.1109/jsen.2018.2810449', 'CITATION ONLY')	P.V.V. Kishore, D.A. Kumar, A.S.C.S. Sastry, E.K. Kumar Motionlets matching with IEEE Sensors Journal, 18 (8) (2018), pp. 3327â€“3337 https://doi.org/10.1109/jsen.2018.2810449	0	2		P. V. V. Kishore and D. Anil Kumar and A. S. Chandra Sekhara Sastry and E. Kiran Kumar	Motionlets Matching With Adaptive Kernels for 3-D Indian Sign Language Recognition	2018	http://dx.doi.org/10.1109/jsen.2018.2810449	10.1109/jsen.2018.2810449
('E.K. Kumar, P.V.V. Kishore, A.S.C.S. Sastry, M.T.K. Kumar, D.A. Kumar Training CNNs for 3-d IEEE Signal Processing Letters, 25 (5) (2018), pp. 645â€“649 https://doi.org/10.1109/lsp.2018.2817179', 'CITATION ONLY')	E.K. Kumar, P.V.V. Kishore, A.S.C.S. Sastry, M.T.K. Kumar, D.A. Kumar Training CNNs for 3-d IEEE Signal Processing Letters, 25 (5) (2018), pp. 645â€“649 https://doi.org/10.1109/lsp.2018.2817179	0	2		E. Kiran Kumar and P. V. V. Kishore and A. S. C. S. Sastry and M. Teja Kiran Kumar and D. Anil Kumar	Training CNNs for 3-D Sign Language Recognition With Color Texture Coded Joint Angular Displacement Maps	2018	http://dx.doi.org/10.1109/lsp.2018.2817179	10.1109/lsp.2018.2817179
('C. Xie, C. Li, B. Zhang, C. Chen, J. Han, C. Zou, J. Liu, Memory attention networks for skeleton-based action recognition, arXiv preprint arXiv:1804.08254.', 'CITATION ONLY')	C. Xie, C. Li, B. Zhang, C. Chen, J. Han, C. Zou, J. Liu, Memory attention networks for skeleton-based action recognition, arXiv preprint arXiv:1804.08254.	0	2		None	Preprint repository arXiv achieves milestone million uploads	2014	http://dx.doi.org/10.1063/pt.5.028530	10.1063/pt.5.028530
('None', 'None')	Michael Kirby, Geometric data analysis, John Wiley & Sons, Inc., 2001.	0	2		None	None	None	http://dx.doi.org/10.1002/tdm_license_1.1	10.1002/tdm_license_1.1
